Category,,Page Title,Product Image File - 3,Product Image File - 2,Product ID,Brand Name,Product Image File - 4,Product Description,Price,Product Image Sort - 2,Product Name,Product Image Sort-5, Product Image File - 6 ,Product Image Sort-6,Free Shipping,Current Stock Level,Option Set,Track Inventory,Product Image File - 1,Sort Order,Product Image Description - 1,Retail Price,Product Availability,Meta Description,Sale Price,Product Code/SKU,Product Image File - 5 ,Item Type,Product Image Sort - 1,Product Image Is Thumbnail - 1,Product Image Sort - 3,Bin Picking Number,Product Image Sort - 4
Team Sports/Hockey/Shoes; Shoes/Women's Shoes/Hockey Shoes and Spikes,,Buy the GRAYS G 9000 Men's Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,http://products.activinstinct.com/y2013/m06/363414/57680219-b.jpg,91852,Grays,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>A professional level shoe that features brand new technology for free running movement and ultimate traction.</p><p>There is a Hi-Tech waterproof lightweight durable performance upper with breathable mesh tongue wrapped lining for superior comfort 								and ventilation. The GFLOW Quarter System consists of framed window breathable mesh that helps to cool the foot while offering protection.</p><p>The shoe features a waterproof base to form a resistant barrier and the GTuff extended toe bumper adds foot protection without limiting flex.</p><p>The GTech Pro Sole is suitable for sand and water based pitches with full rubber and multi-directional grip pattern. The same technology provides forefoot flex grooves and exposed EVA promotes foot movement and increased ball striking power.</p><p>The full length dual density midsole enhances support and cushioning throughout the foot for both forward and sideways movement using high grade EVA to provide instant responsiveness during foot strike off.</p>								<p>Material</p><ul><li>Rubber </li><li>Synthetic Material </li></ul>								</div>",13104.798655,2,GRAYS G 9000 Men's Hockey Shoe*,5,,6,N,100,GRAYS G 9000 Men's Hockey Shoe,By Option,http://products.activinstinct.com/y2013/m06/363414/55067012-b.jpg,-240,Buy GRAYS G 9000 Men's Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,13104.798655,12-17 Working Days,Get your hands on the GRAYS G 9000 Men's Hockey Shoe. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,11660.953655,363414ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216141,,,,,,[S]Size=UK 6,,,,,100,,,,,,,,,,363414UK6,,SKU,,,,ACTIVINSTINCT,
,,,,,216142,,,,,,[S]Size=UK 7,,,,,100,,,,,,,,,,363414UK7,,SKU,,,,ACTIVINSTINCT,
,,,,,216143,,,,,,[S]Size=UK 8,,,,,100,,,,,,,,,,363414UK8,,SKU,,,,ACTIVINSTINCT,
,,,,,216144,,,,,,[S]Size=UK 9,,,,,100,,,,,,,,,,363414UK9,,SKU,,,,ACTIVINSTINCT,
,,,,,216145,,,,,,[S]Size=UK 10,,,,,100,,,,,,,,,,363414UK10,,SKU,,,,ACTIVINSTINCT,
,,,,,216147,,,,,,[S]Size=UK 11,,,,,100,,,,,,,,,,363414UK11,,SKU,,,,ACTIVINSTINCT,
,,,,,216148,,,,,,[S]Size=UK 11.5,,,,,100,,,,,,,,,,363414UK11.5,,SKU,,,,ACTIVINSTINCT,
,,,,,216149,,,,,,[S]Size=UK 12,,,,,100,,,,,,,,,,363414UK12,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Shoes; Shoes/Women's Shoes/Hockey Shoes and Spikes,,Buy the ASICS Gel-Hockey Typhoon Men's Hockey Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91806,Asics,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>A lightweight and low profile shoe for offensive field hockey players.</p><p>The Solyte midsole material consists of a spongy layer between the sole and upper designed to absorb shock and cushion the foot. Solyte is a lighter material than SpEVA 								or EVA and features enhanced durability. The same material is used for a firmer more stable platform feel.</p><p>The rearfoot and forefoot GEL cushioning system attenuates shock during impact and toe-off phases and allows for movement in multiple planes as the foot transitions through the gait cycle.</p><p>The Personal Heel Fit consists of three layers of memory foam lined in the collar that mould to the heel of the wearer creating a unique fit.</p><p>An Impact Guidance System allows the foot to perform in a more natural manner enhancing the natural gait.</p><p>The sockliner is also removable so that a medical orthotic can be accommodated.</p>								<p>Material</p><ul><li>Rubber </li><li>Synthetic </li></ul>								</div>",21047.39,2,ASICS Gel-Hockey Typhoon Men's Hockey Shoes*,5,,6,N,100,ASICS Gel-Hockey Typhoon Men's Hockey Shoes,By Option,http://products.activinstinct.com/y2013/m06/362798/42037711-b.jpg,-300,Buy ASICS Gel-Hockey Typhoon Men's Hockey Shoes Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,21047.39,12-17 Working Days,Get your hands on the ASICS Gel-Hockey Typhoon Men's Hockey Shoes. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,15263.34693,362798ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,215884,,,,,,[S]Size=UK 6,,,,,100,,,,,,,,,,362798UK6,,SKU,,,,ACTIVINSTINCT,
,,,,,215885,,,,,,[S]Size=UK 6.5,,,,,100,,,,,,,,,,362798UK6.5,,SKU,,,,ACTIVINSTINCT,
,,,,,215886,,,,,,[S]Size=UK 7,,,,,100,,,,,,,,,,362798UK7,,SKU,,,,ACTIVINSTINCT,
,,,,,215888,,,,,,[S]Size=UK 8.5,,,,,100,,,,,,,,,,362798UK8.5,,SKU,,,,ACTIVINSTINCT,
,,,,,215889,,,,,,[S]Size=UK 10.5,,,,,100,,,,,,,,,,362798UK10.5,,SKU,,,,ACTIVINSTINCT,
,,,,,215890,,,,,,[S]Size=UK 13,,,,,100,,,,,,,,,,362798UK13,,SKU,,,,ACTIVINSTINCT,
,,,,,215891,,,,,,[S]Size=UK 14,,,,,100,,,,,,,,,,362798UK14,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Shoes; Shoes/Junior Shoes/Hockey Shoes and Spikes,,Buy the ASICS Gel-Lethal Field GS Junior Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,http://products.activinstinct.com/y2014/m12/477032/82739888-b.jpg,http://products.activinstinct.com/y2014/m12/477032/56296625-b.jpg,91856,Asics,http://products.activinstinct.com/y2014/m12/477032/18781258-b.jpg,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>Offers kids the stability and cushioning they need for the hockey field.</p><p>With rearfoot GEL cushioning systems employed it attenuates shock during impact and toe-off phases allowing movement in multiple planes as the foot transitions through 								the gait cycle.</p>								<p>Material</p><ul><li>Synthetic Material </li><li>Waterproof Breathable Membrane </li></ul>								</div>",8774.7075,2,ASICS Gel-Lethal Field GS Junior Hockey Shoe*,5,http://products.activinstinct.com/y2014/m12/477032/40972845-b.jpg,6,N,100,ASICS Gel-Lethal Field GS Junior Hockey Shoe,By Option,http://products.activinstinct.com/y2014/m12/477032/46894879-b.jpg,-300,Buy ASICS Gel-Lethal Field GS Junior Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,8774.7075,12-17 Working Days,Get your hands on the ASICS Gel-Lethal Field GS Junior Hockey Shoe. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,8267.917905,477032ACVIN,http://products.activinstinct.com/y2014/m12/477032/83422433-b.jpg,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216174,,,,,,[S]Size=UK 4,,,,,100,,,,,,,,,,477032UK4,,SKU,,,,ACTIVINSTINCT,
,,,,,216175,,,,,,[S]Size=UK 5,,,,,100,,,,,,,,,,477032UK5,,SKU,,,,ACTIVINSTINCT,
,,,,,216176,,,,,,[S]Size=UK 5.5,,,,,100,,,,,,,,,,477032UK5.5,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Shoes; Shoes/Women's Shoes/Hockey Shoes and Spikes,,Buy the DITA Pro Grip 470 Men's Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91855,Dita,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>Newly designed ultra lightweight shoe with perfect grip and stability. The TPU shank provides extra torsion stiffness and the flex zones in the midsole helping the foot unroll naturally.</p><p>Upper: Microfibre</p><p>Midsole: EVA moulded</p><p>Outsole: 								Astro and Turf profile</p>								<p>Material</p><ul><li>Rubber </li><li>Synthetic Material </li></ul>								</div>",14550.0875,2,DITA Pro Grip 470 Men's Hockey Shoe*,5,,6,N,100,DITA Pro Grip 470 Men's Hockey Shoe,By Option,http://products.activinstinct.com/y2013/m06/365339/86846438-b.jpg,-240,Buy DITA Pro Grip 470 Men's Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,14550.0875,12-17 Working Days,Get your hands on the DITA Pro Grip 470 Men's Hockey Shoe. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,13249.183155,365339ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216164,,,,,,[S]Size=UK 6.5,,,,,100,,,,,,,,,,365339UK6.5,,SKU,,,,ACTIVINSTINCT,
,,,,,216165,,,,,,[S]Size=UK 8.5,,,,,100,,,,,,,,,,365339UK8.5,,SKU,,,,ACTIVINSTINCT,
,,,,,216166,,,,,,[S]Size=UK 9,,,,,100,,,,,,,,,,365339UK9,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Shoes; Shoes/Women's Shoes/Hockey Shoes and Spikes,,Buy the GRYPHON Aero G2 Unisex Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,http://products.activinstinct.com/y2014/m07/443565/87360698-b.jpg,91854,Gryphon,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>A brilliant hockey shoe that has engineered forefoot flex that ensures excellent surface contact and grip accelerating turning and stopping. The new design with premium microfibre in the upper provides a better fit with improved breathability.</p><p>The 								multi-stud configuration provides all the grip that you need on every type of playing surface. There is a lightweight and cushioned pylon midsole ensures a comfortable ride.</p><p>This is a shoe that is stability-focused shoe that improves performance and decreases the risk of injury while the reinforced toebox for protection without rigidity.</p>								<p>Material</p><ul><li>Rubber </li><li>Synthetic </li></ul>								</div>",10940.475,2,GRYPHON Aero G2 Unisex Hockey Shoe*,5,,6,N,100,GRYPHON Aero G2 Unisex Hockey Shoe,By Option,http://products.activinstinct.com/y2014/m07/443565/48607020-b.jpg,-240,Buy GRYPHON Aero G2 Unisex Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,10940.475,12-17 Working Days,Get your hands on the GRYPHON Aero G2 Unisex Hockey Shoe. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,7329.418655,443565ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216158,,,,,,[S]Size=UK 7,,,,,100,,,,,,,,,,443565UK7,,SKU,,,,ACTIVINSTINCT,
,,,,,216159,,,,,,[S]Size=UK 8,,,,,100,,,,,,,,,,443565UK8,,SKU,,,,ACTIVINSTINCT,
,,,,,216160,,,,,,[S]Size=UK 9,,,,,100,,,,,,,,,,443565UK9,,SKU,,,,ACTIVINSTINCT,
,,,,,216161,,,,,,[S]Size=UK 10,,,,,100,,,,,,,,,,443565UK10,,SKU,,,,ACTIVINSTINCT,
,,,,,216162,,,,,,[S]Size=UK 11,,,,,100,,,,,,,,,,443565UK11,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Junior/DITA Exa 100 NRT Junior Hockey Stick,,Buy the DITA Exa 100 NRT Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91876,Dita,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>A full composite junior stick. Due to the excellent balance this is the perfect stick for the player who is looking for extra control in their play.</p><p>The Standard Curve is a conventional bow that suits a wide range of players.</p><p>Dita mark 								their sticks with the Power Index. Each Dita stick is reinforced in a different manner resulting in a different strength of the shaft which results in each stick having a different power when striking the ball. In general terms the higher the Power Index the more power in the stick.</p><p>Specification:</p><ul><li>Bend: S-Curve 19mm</li><li>Head Shape: J-shape</li><li>Shaft: Full Composite</li><li>Power Index: 8.80</li></ul><br>																</div>",12382.876155,2,DITA Exa 100 NRT Junior Hockey Stick*,5,,6,N,100,DITA Exa 100 NRT Junior Hockey Stick,By Option,http://products.activinstinct.com/y2013/m06/364962/64352524-b.jpg,-240,Buy DITA Exa 100 NRT Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,12382.876155,12-17 Working Days,Get your hands on the DITA Exa 100 NRT Junior Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,11516.569155,364962ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216210,,,,,,[S]Size=33in,,,,,100,,,,,,,,,,36496233in,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Junior/GRYPHON Jaguar Junior Hockey Stick,,Buy the GRYPHON Jaguar Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,http://products.activinstinct.com/y2012/m08/305156/58525039-b.jpg,91871,Gryphon,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>The Gryphon Jaguar Hockey Stick is an entry level senior and an advanced level junior stick. Flex Matrix technology takes care of performance whilst the bold colour scheme and graphic makes this a stick that'll have the opposition mesmerised.</p><p>Flex 								Matrix Technology produces great sticks for players who are just getting started or playing at a lower level. FMT allows the stick to flex making it extremely forgiving if your timing is a little out creating a feel designed for comfort.</p>																</div>",12384.32,2,GRYPHON Jaguar Junior Hockey Stick*,5,,6,N,100,GRYPHON Jaguar Junior Hockey Stick,By Option,http://products.activinstinct.com/y2012/m08/305156/83891895-b.jpg,-240,Buy GRYPHON Jaguar Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,12384.32,12-17 Working Days,Get your hands on the GRYPHON Jaguar Junior Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,11502.130705,305156ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216200,,,,,,[S]Size=34in L,,,,,100,,,,,,,,,,30515634in L,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Shoes; Shoes/Women's Shoes/Hockey Shoes and Spikes,,Buy the DITA Sublime Adult Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,http://products.activinstinct.com/y2014/m06/434382/26209420-b.jpg,91847,Dita,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>Superb grip is essential; exactly what you get from a Dita shoe. Comfortable and flexible too a pair of Ditas can make all the difference to your game. Lightweight shoes with flexzones/cut-aways reinforced and cushioned areas to give you exactly 								the softness balance and staying power you need.</p><p>The Sublime is a stylish lightweight shoe built with the most modern technology; providing brilliant comfort grip and stability.</p><ul><li>Midsole: EVA moulded dual density</li><li>Upper: PU heat seal with mesh</li><li>Outsole: Astro and Turf profile</li></ul><br>								<p>Material</p><ul><li>Rubber </li><li>Synthetic Material </li></ul>								</div>",13828.165,2,DITA Sublime Adult Hockey Shoe*,5,,6,N,100,DITA Sublime Adult Hockey Shoe,By Option,http://products.activinstinct.com/y2014/m06/434382/79415575-b.jpg,-240,Buy DITA Sublime Adult Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,13828.165,12-17 Working Days,Get your hands on the DITA Sublime Adult Hockey Shoe. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,11806.782,434382ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216112,,,,,,[S]Size=UK 4,,,,,100,,,,,,,,,,434382UK4,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Shoes; Shoes/Women's Shoes/Hockey Shoes and Spikes,,Buy the DITA Pro Grip 470 Ladies Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91848,Dita,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>Newly designed ultra lightweight shoe with perfect grip and stability. The TPU shank provides extra torsion stiffness and the flex zones in the midsole helping the foot unroll naturally.</p><p>Upper: Microfibre</p><p>Midsole: EVA moulded</p><p>Outsole: 								Astro and Turf profile</p>								<p>Material</p><ul><li>Rubber </li><li>Synthetic Material </li></ul>								</div>",14550.0875,2,DITA Pro Grip 470 Ladies Hockey Shoe*,5,,6,N,100,DITA Pro Grip 470 Ladies Hockey Shoe,By Option,http://products.activinstinct.com/y2013/m06/365358/58369604-b.jpg,-240,Buy DITA Pro Grip 470 Ladies Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,14550.0875,12-17 Working Days,Get your hands on the DITA Pro Grip 470 Ladies Hockey Shoe. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,12384.32,365358ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216116,,,,,,[S]Size=UK 8,,,,,100,,,,,,,,,,365358UK8,,SKU,,,,ACTIVINSTINCT,
,,,,,216118,,,,,,[S]Size=UK 9,,,,,100,,,,,,,,,,365358UK9,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Shoes; Shoes/Women's Shoes/Hockey Shoes and Spikes,,Buy the TK C1 Plus Adult Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91849,TK Hockey,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>You can have the skills the speed and the stamina to beat anyone but you need the chance to show what you can do. Now players from the start of their hockey career to the top of the international game can have TK on their feet as well as in their 								hands providing the perfect platform.</p><p>Features:</p><ul><li>Multi-directional combi-stud sole</li><li>Mid-foot stability bolster</li><li>EVA midsole</li><li>Breathable mesh upper</li><li>Ultra lightweight</li></ul><br>								<p>Material</p><ul><li>Rubber </li><li>Synthetic Material </li></ul>								</div>",14550.0875,2,TK C1 Plus Adult Hockey Shoe*,5,,6,N,100,TK C1 Plus Adult Hockey Shoe,By Option,http://products.activinstinct.com/y2013/m07/371162/13237566-b.jpg,-240,Buy TK C1 Plus Adult Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,14550.0875,12-17 Working Days,Get your hands on the TK C1 Plus Adult Hockey Shoe. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,13467.20375,371162ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216125,,,,,,[S]Size=UK 5.5,,,,,100,,,,,,,,,,371162UK5.5,,SKU,,,,ACTIVINSTINCT,
,,,,,216126,,,,,,[S]Size=UK 9.5,,,,,100,,,,,,,,,,371162UK9.5,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Shoes; Shoes/Women's Shoes/Hockey Shoes and Spikes,,Buy the ASICS Gel-Lethal MP 6 Ladies Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,http://products.activinstinct.com/y2014/m06/432092/62084473-b.jpg,http://products.activinstinct.com/y2014/m06/432092/56300702-b.jpg,91843,Asics,http://products.activinstinct.com/y2014/m06/432092/63262450-b.jpg,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>Hockey requires speed durability and constant high performance. These shoes ensure your feet are supported every minute of the game.</p><p>Rearfoot GEL provides cushioning in all directions absorbs impact forces and helps to stabilise the foot during 								heel contact and there is Anti-Gravel Tongue to keep debris out.</p><p>The Sockliner can be removed to accommodate a medical orthotic while the Trusstic System reduces the weight of the sole unit while retaining the structural integrity of the shoe.</p><p>This shoe also uses California Slip Lasting to enhance its stability and comfort. This is achieved through the upper being stitched around a canvas or EVA board and directly attached to the midsole.</p>								<p>Material</p><ul><li>Rubber </li><li>Synthetic Material </li></ul>								</div>",14550.0875,2,ASICS Gel-Lethal MP 6 Ladies Hockey Shoe*,5,http://products.activinstinct.com/y2014/m06/432092/83881191-b.jpg,6,N,100,ASICS Gel-Lethal MP 6 Ladies Hockey Shoe,By Option,http://products.activinstinct.com/y2014/m06/432092/92796150-b.jpg,-300,Buy ASICS Gel-Lethal MP 6 Ladies Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,14550.0875,12-17 Working Days,Get your hands on the ASICS Gel-Lethal MP 6 Ladies Hockey Shoe. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,10218.5525,432092ACVIN,http://products.activinstinct.com/y2014/m06/432092/19281134-b.jpg,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216101,,,,,,[S]Size=UK 4.5,,,,,100,,,,,,,,,,432092UK4.5,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Shoes; Shoes/Women's Shoes/Hockey Shoes and Spikes,,Buy the DITA Nova 250 Men's Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91845,Dita,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>Special designed lightweight narrow last shoe with very soft cushioning. The TPU shank provides extra torsion stiffness and the flex zones in the midsole are helping the foot unroll naturally.</p><p>Upper: Microfibre</p><p>Midsole: EVA moulded</p><p>Outsole: 								Astro and Turf profile</p>								<p>Material</p><ul><li>Rubber </li><li>Synthetic Material </li></ul>								</div>",13106.2425,2,DITA Nova 250 Men's Hockey Shoe*,5,,6,N,100,DITA Nova 250 Men's Hockey Shoe,By Option,http://products.activinstinct.com/y2013/m06/365297/60525619-b.jpg,-240,Buy DITA Nova 250 Men's Hockey Shoe Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,13106.2425,12-17 Working Days,Get your hands on the DITA Nova 250 Men's Hockey Shoe. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,11229.244,365297ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216110,,,,,,[S]Size=UK 7.5,,,,,100,,,,,,,,,,365297UK7.5,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Junior/KOOKABURRA Combust Junior Hockey Stick,,Buy the KOOKABURRA Combust Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,http://products.activinstinct.com/y2014/m06/436408/94363425-b.jpg,65237,Kookaburra,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>The M-Bow is for players that prefer to play with a straighter stick. It places the optimum point of the bow in the mid-section of the shaft enhancing ball control and sweep hitting techniques while specialising in the full blooded strike.</p><ul><li>Physiology: 								Dual core with 35% Carbon 65% Fibreglass matrix</li><li>Shaft: MBow 1</li><li>Head: Maxi</li><li>Lengths: 36.5"" / 37.5""</li><li>Weight: L/M</li></ul><br>								<p>Material</p><ul><li>Carbon </li></ul>								</div>",13106.2425,2,KOOKABURRA Combust Junior Hockey Stick*,5,,6,N,100,KOOKABURRA Combust Junior Hockey Stick,By Option,http://products.activinstinct.com/y2014/m06/436408/16096765-b.jpg,-240,Buy KOOKABURRA Combust Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,13106.2425,12-17 Working Days,Get your hands on the KOOKABURRA Combust Junior Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,11660.953655,436408ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216207,,,,,,[S]Size=35in,,,,,100,,,,,,,,,,43640835in,,SKU,,,,ACTIVINSTINCT,
,,,,,216204,,,,,,[S]Size=34.5in,,,,,100,,,,,,,,,,-Bow Junior Hockey Stick34.5in,,SKU,,,,ACTIVINSTINCT,
,,,,,216205,,,,,,[S]Size=35.5in,,,,,100,,,,,,,,,,-Bow Junior Hockey Stick35.5in,,SKU,,,,ACTIVINSTINCT,
,,,,,216202,,,,,,[S]Size=35.5in,,,,,100,,,,,,,,,,44297735.5in,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Junior/DITA Exa 500 NRT Junior Hockey Stick,,Buy the DITA Exa 500 NRT Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,65391,Dita,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>One of the best junior composite sticks currently available. This is a perfect mix of the best composites the perfect bending and the well balanced weight to provide you the best handling and hitting power.</p><p>The Standard Curve is a conventional 								bow that suits a wide range of players.</p><p>Dita mark their sticks with the Power Index. Each Dita stick is reinforced in a different manner resulting in a different strength of the shaft which results in each stick having a different power when striking the ball. In general terms the higher the Power Index the more power in the stick.</p><p>Specification:</p><ul><li>Bend: S-Curve 19mm</li><li>Head Shape: J-shape</li><li>Shaft: Full Composite</li><li>Power Index: 9.20</li></ul><br>																</div>",15270.566155,2,DITA Exa 500 NRT Junior Hockey Stick*,5,,6,N,100,DITA Exa 500 NRT Junior Hockey Stick,By Option,http://products.activinstinct.com/y2013/m06/364970/96983474-b.jpg,-240,Buy DITA Exa 500 NRT Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,15270.566155,12-17 Working Days,Get your hands on the DITA Exa 500 NRT Junior Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,14115.490155,364970ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216203,,,,,,[S]Size=34in,,,,,100,,,,,,,,,,36497034in,,SKU,,,,ACTIVINSTINCT,
Team Sports/Hockey/Sticks/Junior/MERCIAN Great White Composite Junior Hockey Stick,,Buy the MERCIAN Great White Composite Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,,,91869,Mercian,,"<div id=""product_description_text"" style=""overflow:hidden; min-height:75px;"">								<p>Jaw dropping good looks with new font styles and graphics give a face-lift to the ever popular Great White. With the embossed M graphic in a CB1 shaft the head weighting featured in this product creates a fantastic hitting stick used at the highest 								levels. With a huge sweet-spot and different pick-up from other models it gives a feel only mirrored in the Great Black proving popular within many age and ability brackets.</p><p>Construction: Graphite 70 percent; Fibreglass 5 percent; Kevlar Vector Ply 10 percent; Kevlar 15 percent</p><p>Shaft: Crazybend1 CB1: A 19mm bow with a greater head weighting than the CB2 better for players with a desire to hot more than flick.</p><p>Grip: M Tek super soft</p>								<p>Material</p><ul><li>Carbon </li></ul>								</div>",15270.566155,2,MERCIAN Great White Composite Junior Hockey Stick*,5,,6,N,100,MERCIAN Great White Composite Junior Hockey Stick,By Option,http://products.activinstinct.com/y2014/m09/456060/49880358-b.jpg,-240,Buy MERCIAN Great White Composite Junior Hockey Stick Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,15270.566155,12-17 Working Days,Get your hands on the MERCIAN Great White Composite Junior Hockey Stick. Buy it Online in India at LiveYourSport.com| Free Shipping and Massive Discounts,9495.186155,456060ACVIN,,Product,1,Y,3,ACTIVINSTINCT,4
,,,,,216196,,,,,,[S]Size=34.5in,,,,,100,,,,,,,,,,45606034.5in,,SKU,,,,ACTIVINSTINCT,
,,,,,216197,,,,,,[S]Size=35.5in,,,,,100,,,,,,,,,,45606035.5in,,SKU,,,,ACTIVINSTINCT,
