sku,New Sku,category,Description,Color,Specification,SP,MRP,productname,imgurl1,Stock,imgurl,Size
#2780,AXS11097,Camping ; Outdoor,"
                    Power through the darkest conditions with the Princeton Tec Quad Headlamp. Four Ultrabright LEDs give you up to 150 hours of burn time with three AAA batteries. Super lightweight and waterproof. 

Sophisticated circuitry regulates the voltage to the LEDs, giving you maximum brightness longer. 
Ultrabright LEDs are the highest quality LED available. They provide a smooth, white, wide-beam light.
A single switch gives you four light modes - low, medium and high brightness settings and a high blinking mode.
Waterproof to 3.3 feet (1 meter).
The Quad is a lightweight powerhouse - only 3.4 ounces (96 grams).
The head rotates 90 degrees to light things from the book in your hand out to 80 feet (24 meters).
The Battery Power Meter gives you feedback on the condition of your batteries. It allows you to make educated decisions about how soon you need to change them.
Three AAA batteries included.

        ","
                
            ",Power through the darkest conditions with the Princeton Tec Quad Headlamp. Four Ultrabright LEDs give you up to 150 hours of burn time with three AAA batteries. Super lightweight and waterproof. ,,"Rs3,400.00",Princeton Tec Quad Headlamp,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/princeton_tec_quad_headlamp.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/p/r/princeton_tec_quad_headlamp.jpg,
#2787,AXS11098,Camping ; Outdoor,"
                    Built to the specs of some of American's best rafting outfitters, the NRS Outfitter Tent is rugged, sturdy, and simple to set up and take down. Sleeps three adults, or two campers on cots.

Heavy-duty polyurethane-coated polyester construction for long-lasting durability and excellent resistance to weather.
Taped floor and fly seams help keep rain out.
Three high-strength aluminum poles slide into rip-proof webbing pockets for an easy failsafe set-up.
With two doors, you can get in and out of the Outfitter Tent without climbing over your tent mate.

 
        ","
                
            ","Built to the specs of some of American's best rafting outfitters, the NRS Outfitter Tent is rugged, sturdy, and simple to set up and take down. Sleeps three adults, or two campers on cots.",,"Rs28,500.00",NRS outfitter Tent,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/r/nrs_tent_outfitter_7163401_1.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/r/nrs_tent_outfitter_7163401_1.jpg,
#2825,AXS11099,Season Sale,"
                    Rothco's MOLLE 3 Liter Backstrap Hydration System is MOLLE compatible with neoprene covered plastic hose that features a soft bite valve with on/off switch,
quick release backpack straps, back flap, screw cap,
and a top and front carry handle.
Rothco's hydration system is great for anyone planning to be outdoors.
        ","
                
            ","Rothco's MOLLE 3 Liter Backstrap Hydration System is MOLLE compatible with neoprene covered plastic hose that features a soft bite valve with on/off switch,,quick release backpack straps, back flap, screw cap,,and a top and front carry handle.,Rothco's hydration system is great for anyone planning to be outdoors.",,"Rs4,200.00",Rothco MOLLE 3 Liter Backstrap Hydration System,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_molle_3_liter_backstrap_hydration_system.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_molle_3_liter_backstrap_hydration_system.jpg,
#299,AXS11100,Camping ; Outdoor,"
                    Hydra Water bottle made of anodized aluminum and procedure consistent with the food standards; accompanied with neoprene cover that improves the thermal insulation and protects the bottle from dents.
        ","
                
            ",Hydra Water bottle made of anodized aluminum and procedure consistent with the food standards; accompanied with neoprene cover that improves the thermal insulation and protects the bottle from dents.,,Rs500.00,CAMP WATER BOTTLE IDRA-500ML,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/0/500_ml_idra.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/5/0/500_ml_idra.jpg,
#3146,AXS11101,Camping ; Outdoor,"
                    The NRS Stainless Water Bottle is tough as nails.
Stainless steel construction is BPA free, durable and looks pretty dang sweet with ""NRS"" laser etched on the side.

Made from food grade quality Stainless Steel.
A plastic cap with a hole in it makes it easy to secure.
Holds 27 oz / 800 ml
10.5"" Tall without cap, 2.75"" Diameter

        ","
                
            ","The NRS Stainless Water Bottle is tough as nails.,Stainless steel construction is BPA free, durable and looks pretty dang sweet with ""NRS"" laser etched on the side.",,"Rs1,250.00",NRS Stainless Water Bottle,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/r/nrs_bottle.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/n/r/nrs_bottle.jpg,
#3149,AXS11102,Camping ; Outdoor,"
                    Keep your hot drinks hot and the cold ones cold with the NRS 16 oz. Stainless Tumbler.
Its sleek design fits standard cup holders and the lid slides shut to help prevent spills.

Restaurant-grade stainless steel construction is rugged and holds a vacuum seal for excellent insulation.
Lid seals to reduce accidental spilling. (Seal is not 100% watertight)
Seamless interior is easy to clean and will not trap residue.
Handle-less exterior for comfortable grip and storage.
Padded bottom prevents sliding and scratching.
Top-shelf dishwasher safe.
1-year warranty against manufacturing defects.

        ","
                
            ","Keep your hot drinks hot and the cold ones cold with the NRS 16 oz. Stainless Tumbler.,Its sleek design fits standard cup holders and the lid slides shut to help prevent spills.",,"Rs1,650.00",NRS 16 oz. Stainless Tumbler,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/u/tumbler2.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/u/tumbler1.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/u/tumbler1.jpg,
#3335,AXS11103,Season Sale,"
                    Rothco's Deluxe Survival Knife is the ultimate survival knife featuring a ton of essential tools to help you in any emergency situation.
The blade length of the knife is 5 1/2 and the total length of the knife is 10 1/2
        ","
                
            ","Rothco's Deluxe Survival Knife is the ultimate survival knife featuring a ton of essential tools to help you in any emergency situation.,The blade length of the knife is 5 1/2 and the total length of the knife is 10 1/2",,"Rs1,800.00",Rothco Deluxe Adventurer Survival Kit Knife,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_deluxe_adventurer_survival_kit_knife..jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_deluxe_adventurer_survival_kit_knife.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_deluxe_adventurer_survival_kit_knife.jpg,
#3335,AXS11104,Camping ; Outdoor,"
                    Rothco's Deluxe Survival Knife is the ultimate survival knife featuring a ton of essential tools to help you in any emergency situation.
The blade length of the knife is 5 1/2 and the total length of the knife is 10 1/2
        ","
                
            ","Rothco's Deluxe Survival Knife is the ultimate survival knife featuring a ton of essential tools to help you in any emergency situation.,The blade length of the knife is 5 1/2 and the total length of the knife is 10 1/2",,"Rs1,800.00",Rothco Deluxe Adventurer Survival Kit Knife,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_deluxe_adventurer_survival_kit_knife..jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_deluxe_adventurer_survival_kit_knife.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_deluxe_adventurer_survival_kit_knife.jpg,
#3460,AXS11105,Season Sale,"
                    Ultra Thin Stretch Fabric with nylon Lining For Maximum Feel
        ","
                
            ",Ultra Thin Stretch Fabric with nylon Lining For Maximum Feel,,"Rs1,250.00",Rothco Fingerless Stretch Fabric Duty Gloves,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_fingerless_stretch_fabric_duty_gloves.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_fingerless_stretch_fabric_duty_gloves..jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_fingerless_stretch_fabric_duty_gloves.jpg,
#350,AXS11106,Footwear,"
                    USE:Technical and lightweight mountaineering and heavy duty backpacking boot.
KEY FEATURES:The upper features an Hydrobloc leather structurecombined with microfiber and Cordura panels to ensure reduced weight and avoid water absorptionAsymmetrical RRS rubber rand all around the boot to enhance protection and water resistanceHighly resistant hardware of different types to best fit lacing GORE-TEX® lining for utmost protection and breathabiltyVibran Teton outsole with Zamberlan P.C.S. Professional Crampon System
        ","
                
            ","Technical and lightweight mountaineering and heavy duty backpacking boot.,The upper features an Hydrobloc leather structure,combined with microfiber and Cordura panels to ensure reduced weight and avoid water absorption,Asymmetrical RRS rubber rand all around the boot to enhance protection and water resistance,Highly resistant hardware of different types to best fit lacing ,GORE-TEX® lining for utmost protection and breathabilty,Vibran Teton outsole with Zamberlan P.C.S. Professional Crampon System",,"Rs27,350.00",ZAMBERLAN TORRE GTX RR  350,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/o/torre1.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/t/o/torre1.jpg,
#3660,AXS11107,Clothing,"
                    
20mm PVC
Nylon zipper w/storm flap
Concealed hood
Elastic wrists
Ventilated underarms
3 cargo pockets
elastic waist pants w/snapped cuffs

        ","
                
            ",,,"Rs1,475.00",ROTHCO 2 PIECE PVC RAINSUIT,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3660-rothcof_01.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3660-rothcopb_01.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/6/3660-rothcof_01.jpg,
#3716,AXS11108,Clothing,"
                    
SIDE VENTS W/SNAPS FOR DUTY RIG ACCESS
HEAVY DUTY BLACK OXFORD NYLON W/POLYURETHANE COATING
SEALED SEAMS
1 1/2"" REFLECTIVE TAPE ON SLEEVES AND LEGS
BADGE TABS &amp; MICROPHONE HOLDER
VENTILATED BACK
ZIPPER FRONT W/HOOK &amp; LOOP STORM FLAP
ELASTIC WAIST BAND

        ","
                
            ",,,"Rs2,800.00",ROTHCO HI-VIS 2 PIECE RAIN SUIT,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/7/3716_rothco.jpg,In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/7/3716_rothco.jpg,
#3754,AXS11109,Clothing,"
                    100% Rip-Stop Polyester - 270t, 30d X 30d 
Packable Rain Jacket Black 
Waterproof ,
Zipper Closure With Storm Flap With Hook &amp; Loop Closure (Right Hand When Worn) 
Snap At Neck And Waist 
Folds Up And Packs Into Zippered Chest Pocket/Pouch 
Pouch With Elastic Waist Strap And Quick 
Release Buckle Pouch Also With Interior Hook &amp; Loop Fastener To Keep Flat When Worn 
Drawstring Hood - Adjustable With Rear Hook &amp; Loop Tab 
Drawstring Waist 
Wrist Cuffs Adjustable With Hook &amp; Loop Tabs 
2 Front Slash Zippered Pockets - Mesh Interior 
 Vented Back With Mesh Interior
        ","
                
            ","100% Rip-Stop Polyester - 270t, 30d X 30d ,Packable Rain Jacket Black ,Waterproof ,,Zipper Closure With Storm Flap With Hook &amp; Loop Closure (Right Hand When Worn) ,Snap At Neck And Waist ,Folds Up And Packs Into Zippered Chest Pocket/Pouch ,Pouch With Elastic Waist Strap And Quick ,Release Buckle Pouch Also With Interior Hook &amp; Loop Fastener To Keep Flat When Worn ,Drawstring Hood - Adjustable With Rear Hook &amp; Loop Tab ,Drawstring Waist ,Wrist Cuffs Adjustable With Hook &amp; Loop Tabs ,2 Front Slash Zippered Pockets - Mesh Interior , Vented Back With Mesh Interior",,"Rs3,600.00",Rothco Packable Rain Jacket - Black,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/7/3754-hooded-hr1.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/7/3754-a-hr1.....jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/7/3754-b-hr1....jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/3/7/3754-hooded-hr1.jpg,
#40,AXS11110,Season Sale,"
                    Rothco's 5-In-1 Multi-Purpose Tool Features A Heavy Steel Construction With A Compass,
Interchangeable Shovel, Saw, Axe And Pick.
The Multi-Purpose Tool Also Comes With A Nylon Carry Case.
        ","
                
            ","Rothco's 5-In-1 Multi-Purpose Tool Features A Heavy Steel Construction With A Compass,,Interchangeable Shovel, Saw, Axe And Pick.,The Multi-Purpose Tool Also Comes With A Nylon Carry Case.",,"Rs1,500.00",Rothco 5-in-1 Multi-Purpose Tool,"http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_5-in-1_multi-purpose_tool_main.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/a/carrycase.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/l/clamp.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/c/o/compass.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/a/saw.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/p/spike.jpg,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/s/h/shovel.jpg",In stock,http://www.adventureaxis.in/media/catalog/product/cache/1/image/9df78eab33525d08d6e5fb8d27136e95/r/o/rothco_5-in-1_multi-purpose_tool_main.jpg,
