MRP,productname,description1,,id,imgurl
"
		Rs.22,500.00			",ViPR - 12kg," ViPR bridges the gap between movement and strength. It’s the ultimate functional whole-body training tool combining the programming of a traditional resistance workout together with the physical agility  needed for an optimal sports or fitness performance easily making the ViPR the most innovative fitness breakthrough in years.   




	     ",PROLINE4547,369,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/ViPR___12kg_4f4e03124d296.jpg
"
		Rs.27,750.00			",ViPR - 20kg," ViPR bridges the gap between movement and strength. It’s the ultimate functional whole-body training tool combining the programming of a traditional resistance workout together with the physical agility  needed for an optimal sports or fitness performance easily making the ViPR the most innovative fitness breakthrough in years.   




	     ",PROLINE4548,371,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/ViPR___20kg_4f4e04e86a36e.jpg
"
		Rs.24,000.00			",ViPR - 16kg," ViPR bridges the gap between movement and strength. It’s the ultimate functional whole-body training tool combining the programming of a traditional resistance workout together with the physical agility  needed for an optimal sports or fitness performance easily making the ViPR the most innovative fitness breakthrough in years.   




	     ",PROLINE4549,370,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/ViPR___16kg_4f4e03d61dce1.jpg
"
		Rs.16,650.00			",ViPR - 8kg," ViPR bridges the gap between movement and strength. It’s the ultimate functional whole-body training tool combining the programming of a traditional resistance workout together with the physical agility  needed for an optimal sports or fitness performance easily making the ViPR the most innovative fitness breakthrough in years.   




	     ",PROLINE4550,367,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/ViPR___8kg_4f4e0218bd60e.jpg
"
		Rs.19,125.00			",ViPR - 10kg," ViPR bridges the gap between movement and strength. It’s the ultimate functional whole-body training tool combining the programming of a traditional resistance workout together with the physical agility  needed for an optimal sports or fitness performance easily making the ViPR the most innovative fitness breakthrough in years.   




	     ",PROLINE4551,368,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/ViPR___10kg_4f4e029b41ca7.jpg
"
		Rs.22,500.00			",ViPR - 12kg," ViPR bridges the gap between movement and strength. It’s the ultimate functional whole-body training tool combining the programming of a traditional resistance workout together with the physical agility  needed for an optimal sports or fitness performance easily making the ViPR the most innovative fitness breakthrough in years.   




	     ",PROLINE4552,369,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/ViPR___12kg_4f4e03124d296.jpg
"
		Rs.24,000.00			",ViPR - 16kg," ViPR bridges the gap between movement and strength. It’s the ultimate functional whole-body training tool combining the programming of a traditional resistance workout together with the physical agility  needed for an optimal sports or fitness performance easily making the ViPR the most innovative fitness breakthrough in years.   




	     ",PROLINE4553,370,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/ViPR___16kg_4f4e03d61dce1.jpg
"
		Rs.27,750.00			",ViPR - 20kg," ViPR bridges the gap between movement and strength. It’s the ultimate functional whole-body training tool combining the programming of a traditional resistance workout together with the physical agility  needed for an optimal sports or fitness performance easily making the ViPR the most innovative fitness breakthrough in years.   




	     ",PROLINE4554,371,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/ViPR___20kg_4f4e04e86a36e.jpg
"
		Rs.16,650.00			",ViPR - 8kg," ViPR bridges the gap between movement and strength. It’s the ultimate functional whole-body training tool combining the programming of a traditional resistance workout together with the physical agility  needed for an optimal sports or fitness performance easily making the ViPR the most innovative fitness breakthrough in years.   




	     ",PROLINE4555,367,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/ViPR___8kg_4f4e0218bd60e.jpg
"
		Rs.14,400.00			",ViPR - 6kg," ViPR™ bridges the gap between movement and strength. It’s the ultimate functional whole-body training tool combining the programming of a traditional resistance workout together with the physical agility  needed for an optimal sports or fitness performance easily making the ViPR the most innovative fitness breakthrough in years.   




	     ",PROLINE4556,366,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/ViPR___6kg_4f4e011bc6512.jpg
"
		Rs.14,400.00			",ViPR - 6kg," ViPR™ bridges the gap between movement and strength. It’s the ultimate functional whole-body training tool combining the programming of a traditional resistance workout together with the physical agility  needed for an optimal sports or fitness performance easily making the ViPR the most innovative fitness breakthrough in years.   




	     ",PROLINE4557,366,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/ViPR___6kg_4f4e011bc6512.jpg
"
		Rs.11,910.00			,
		Rs.14,050.00			,
		Rs.14,050.00			,
		Rs.14,050.00			",BODYATTACK™," WHAT IS BODYATTACK™?
This high-energy interval training class combines athletic aerobic movements with strength and stabilization exercises. Dynamic instructors and powerful music motivate everyone towards their fitness goals. No matter what your fitness level you'll get fit stay fit and get fitter!
 
A TYPICAL CLASS

Warm UpThe focus in the opening track is on big simple aerobic moves to get the body warm.
Mixed ImpactThis track will take you through an increasing range of moves and footstrikes preparing the body for the aerobic action ahead.
AerobicStep up the intensity and range of motion and get into your personal training 'zone' ahead of the peak track to follow.
PlyometricThis is where the class hits its first intensity peak putting the body under load through quick-fire plyometric exercises often used in sports training.
Upper Body ConditioningTime to bring the heart rate down recover and build strength. The focus here is on shoulders chest triceps and core conditioning work for toning and shaping the upper body.
RunningLoosen up with some free and patterned running and lift your heart rate again.
AgilityTest your speed and agility with a big mix of sports-inspired moves and have fun with some class interaction.
IntervalChallenge your cardio system with a series of work-recovery blocks.
PowerThe final peak where you dig deep and push through powerful moves for maximum effort and fitness results.
Lower Body ConditioningStrengthen and tone the lower body including the legs and abdominals.
Cool DownCongratulations you made it... Time to recover and stretch.

 





	
	
		
			

	
	
	
	
	
	
	
	

		

				Dim lights
				
				Download
		
				Embed Embed this video on your site
				
	




   




	     ",PROLINE4558,92,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYATTACK___4e5535495e661.png
"
		Rs.14,050.00			",BODYBALANCE™," WHAT IS BODYBALANCE™?
Controlled breathing concentration and a carefully-structured series of stretches moves and poses create a holistic workout that brings the body into a state of harmony and balance.
 
A TYPICAL CLASS

Tai Chi Warm UpEasy flowing moves from the ancient Chinese exercise discipline let you leave your day behind centre yourself and warm the body.
Sun SalutationsA traditional yoga sequence warms your body more deeply stretching and strengthening key muscle groups.
Yoga Standing StrengthPoses such as Warrior and Triangle strengthen and tone the body.
BalanceConcentration and focus allow your mind and body to meet the challenge of balancing poses.
Hip OpenersFocuses on stretching for greater flexibility and freedom of movement in the hips and lower back.
CoreUses exercises from Pilates to Yoga to strengthen core abdominal and back muscles.
Twists &amp; Forward BendsPoses and stretches create supplness and flexibility in the hamstrings and back.
Relaxation &amp; MeditationThe final 10 minutes deliver the mental and physiological benefits of meditation and enhance the effects of the exercise you have just completed.

 





	
	
		
			

	
	
	
	
	
	
	
	

		

				Dim lights
				
				Download
		
				Embed Embed this video on your site
				
	




   




	     ",PROLINE4559,91,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYBALANCE___4e5534a024308.png
"
		Rs.14,050.00			",BODYCOMBAT™," WHAT IS BODYCOMBAT™?
This fiercely energetic program is inspired by martial arts and draws from a wide array of disciplines such as karate boxing taekwondo tai chi and muay thai. Supported by driving music strike punch kick and kata your way through calories to superior cardio fitness.
 
A TYPICAL CLASS

Warm UpTeaches all of the moves that will be used throughout the class. Warms the body to leave you mentally and physically prepared for the battle ahead.
Combat 1Visualise your opponent and engage in your first fight combination.
Power 1Enter an aerobic training zone with a focus on speed power and endurance.
Combat 2Fight for your life with power and energy in every combination.
Power 2The halfway mark using punches only to drill the upper body for a second time.
Combat 3An opportunity to recover as we lower the intensity for the final phase.
Muay ThaiThe workout explodes in a Muay Thai encounter where elbows and knees go into overdrive to take your fitness to the next level and leave your opponent for dust!
Power 3Give everything you have and don't look back until you complete this upper body blast and seal the deal on your fitness objectives.
ConditioningTake to the floor to complete the workout with strength training.
Cool DownPayback time where you stretch out and lengthen all those hard-worked muscles.

 





	
	
		
			

	
	
	
	
	
	
	
	

		

				Dim lights
				
				Download
		
				Embed Embed this video on your site
				
	




   




	     ",PROLINE4560,87,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYCOMBAT___4e552c80f0ae1.png
"
		Rs.14,050.00			",BODYJAM™," WHAT IS BODYJAM™?
An addictive fusion of the latest dance styles and hottest new sounds puts the emphasis as much on having fun as breaking a sweat. Trained instructors teach you to move with attitude through this 55-minute class. So grab a friend get front and centre and get high on the feeling of dance.
 
A TYPICAL CLASS

Warm UpThis section includes simple dance moves to get you in the groove.
Dance SectionThe class then dives straight into routines from mainstream dance styles like Hip Hop Club and Latin up to the first cardio peak.
Mid-Class RecoveryWe slow things down a bit to give everyone a chance to catch their breath ready in time for the final sections.
Extended Dance SectionJust when you thought the hard part was over we dive into an even more physically intense dance routine working towards a full Breakout peak.
Groove DownSlow things down relax you've just ripped up the dance floor.

 





	
	
		
			

	
	
	
	
	
	
	
	

		

				Dim lights
				
				Download
		
				Embed Embed this video on your site
				
	




   




	     ",PROLINE4561,90,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYJAM___4e5531f8af7a3.png
"
		Rs.14,050.00			",BODYPUMP™," WHAT IS BODYPUMP™?
This 60-minute workout challenges all your major muscle groups by using the best weight room exercises like squats presses lifts and curls. Great music and your choice of weight to inspire you to get the results you came for - and fast!
ATYPICAL CLASS

Warm Up Get your body moving using light weights only.
Legs/Squats Use heavier weights in Squat moves that target the big muscle groups and burn lots of calories.
Chest Lie back on the step to work the chest shoulders and triceps.
Back/Gluteals/Hamstrings Target the back glutes and hamstrings with lifts and presses.
Triceps and Biceps Isolate and tone the arm muscles in these two tracks.
Legs/Lunges Targets the legs shaping and toning the butt.
Shoulders/Arms Targets the entire shoulder area and arms.
Abdominals Build support and strength in the core.
Cool Down/Stretch Stretch the muscles to increase flexibility and reduce risk of muscle soreness and injury.

 





	
	
		
			

	
	
	
	
	
	
	
	

		

				Dim lights
				
				Download
		
				Embed Embed this video on your site
				
	




   




	     ",PROLINE4562,83,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYPUMP_4e5428bd57b54.png
"
		Rs.11,910.00			",BODYSTEP™," WHAT IS BODYSTEP™?
Using a height-adjustable step and simple movements on over and around the step you get huge motivation from sing-along music and approachable instructors. Cardio blocks push fat-burning systems into high gear followed by muscle-conditioning tracks that shape and tone your body.
 
A TYPICAL CLASS

Warm UpWarm up the body with simple aerobic moves.
Step Warm UpLearn how to step correctly as we continue to warm the body.
Step OrientationIn this track we gradually lift the intensity of the workout by increasing our range of motion and adding light propulsions.
Step AthleticThis is the first peak. It's time to lift the energy and your heart rate break a sweat and climb higher with more athletic stepping moves.
Mixed StrengthTime to lower the step a level. We ease back on the cardio and place bigger demends on the legs and glutes for lower body strength and toning.
Power PeakPower up for the second peak. We use the powerful stepping exercises and dynamic lateral movement to improve cardio and endurance fitness.
Step RecoveryCatch your breath with slower and more controlled stepping exercises to focus on balance and stability and on lower body toning and sculpting.
Party StepLet your hair down and have fun in this 'anything goes' part of the class. We use different themes and movement styles to create a party on the step.
Speed StepA signature track for BODYSTEP®. Lower the step height and step faster for speed and agility training.
PeakThis is the third and final cardio peak a physically challenging combination of dynamic propulsive exercises and strong lower body moves.
Recovery/Leg Strength/Pushups/AbdominalsCatch your breath as you work your gluteals and legs then move to the floor for conditioning work for the upper body and abdominals.
Cooldown/StretchWe stretch our worked muscles as we cool down this completes the full body workout that is BODYSTEP®!

 





	
	
		
			

	
	
	
	
	
	
	
	

		

				Dim lights
				
				Download
		
				Embed Embed this video on your site
				
	




   




	     ",PROLINE4563,88,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYSTEP___4e552e793a062.png
"
		Rs.11,910.00			",BODYVIVE™," WHAT IS BODYVIVE™?
The low-impact whole body group fitness workout that uses VIVEballs VIVEtubes and body weight to boost fitness and core strength.
 
A TYPICAL CLASS

Rise &amp; ShineThe class opens with easy flowing moves to warm the body.
Connect &amp; GoThe muscles of the upper body are activated with bigger movements to drive the heart rate up as the VIVE™ ball is introduced to the workout.
Dance CardioHave fun with simple dance steps and rhythms. Enjoy developing coordination while you work out.
Interactive CardioThe room dynamic chages and intensity increases with simple athletic-type moves and a focus on powerwalking.
Fitness CardioThis is the 'peak' and your last chance to lift your heart rate with big strong and simple athletic moves.
Tai Chi &amp; YogaDrop down a gear to work on mobility and flexibility with a big focus on breathing to recover.
Balance &amp; Leg StrengthBalancing your body - on one leg or both - builds strength and stabilises the muscles that support great posture.
Functional StrengthBuild strength in the upper and lower body using the BODYVIVE™ equipment.
Ab StrengthStrengthen and tone the abdominal muscles with Pilates-based moves.
Back CareA combination of strength stabilisation and mobility work this track helps build and maintain great posture.
Release &amp; RestoreLong-held stretches to unwind the body and leave you feeling rejuvinated and energised.

 





	
	
		
			

	
	
	
	
	
	
	
	

		

				Dim lights
				
				Download
		
				Embed Embed this video on your site
				
	




   




	     ",PROLINE4564,86,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYVIVE____4e552ab8933b1.png
"
		Rs.11,910.00			",RPM™," WHAT IS RPM™?
Take on the terrain with your inspiring team coach who leads the pack through hills flats mountain peaks speed work and interval training. Discover your athlete within - sweat and burn to reach your endorphin high.
 
A TYPICAL CLASS

Warm UpWarm up the legs and increase the blood supply to the working muscles.
PaceThe intensity increases as you work through intervals of speed to prepare for the demands of the class ahead.
HillsDesigned to increase leg strength and endurance you perform a series of climbs with increasing intensity.
Mixed TerrainAfter some initial active reovery we ride a series of fast flats and short climbs.
IntervalsYou burn lots of calories in this track! It's a race simulation with a series of attacks which will peak your heart rate. The main objective is to work and revcover through interval training.
Speed WorkAfter some initial active recovery you develop fast leg speed through high-speed intervals.
Mountain ClimbAs in Track 3 the focus is on strength and endurance in a series of climbs that build in intensity. This is the last working track.
Ride HomeFinish the journey and recover by lowering the heart rate and flushing the working muscles.
StretchA final stretch to complete the workout and assist recovery.

 





	
	
		
			

	
	
	
	
	
	
	
	

		

				Dim lights
				
				Download
		
				Embed Embed this video on your site
				
	




   




	     ",PROLINE4565,89,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/RPM____4e5530a96146d.png
"
		Rs.11,910.00			",SH'BAM™," WHAT IS SH'BAM™?
A typical SH'BAM™ class is 45 minutes long with twelve different tracks. Each track features unique choreography and is essentially its own stand-alone dance routine.  The class will kick off with your instructor taking you through a basic warm up where you get everything from your shoulders to your chest to your hips and even your fingertips moving.  What follow is 35 minutes of uncomplicated but super fun dance combinations - not only will you have plenty of opportunity to master the simple moves the combination of high intensity and recovery tracks means you get a really great workout!
 
You;ll be loving it so much that time will fly by and before you know it you'll be bringing your heart rate down with some sassy stretching.
 
Featuring simple but seriously hot dance moves SH'BAM™ is the perfect way to shape up and let out your inner star - even if dance isn't your natural thing. Set to the soundtrack of chart-topping popular hits dance music heard in the worlds hottest nightclubs familiar classics remixed and modernised Latin beats SH'BAM™ is the ultimate fun and sociable way to exercise.
 
A TYPICAL CLASS
A typical SH'BAM™ class is 45 minutes long with twelve different tracks. Each track features unique choreography and is essentially its own stand-alone dance routine.  The class will kick off with your instructor taking you through a basic warm up where you get everything from your shoulders to your chest to your hips and even your fingertips moving.  What follow is 35 minutes of uncomplicated but super fun dance combinations - not only will you have plenty of opportunity to master the simple moves the combination of high intensity and recovery tracks means you get a really great workout!
You;ll be loving it so much that time will fly by and before you know it you'll be bringing your heart rate down with some sassy stretching.
 





	
	
		
			

	
	
	
	
	
	
	
	

		

				Dim lights
				
				Download
		
				Embed Embed this video on your site
				
	




   




	     ",PROLINE4566,84,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/SH_BAM_4e552480227ff.png
"
		Rs.1,950.00			",TRX™ Door Anchor," You don't need a gym to get a full body workout. Just a door the TRX Suspension Trainer and this simple yet handy Door Anchor.
With its nylon high-density foam and felt system it slips easily over the top of any solid wood or metal door. With the door shut you get 100% sturdy support and it won't scratch or damage paint or wood. Folds up for easy storage and portability. Use it at home in the office or on the road. It even comes with a handy ""Workout In Progress"" safety placard. Just hang it on the outside of the door and get to your total-body TRX workout.   




	     ",PROLINE4567,217,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/TRX____Door_Anch_4ef8688c67d95.jpg
"
		Rs.13,500.00			",BOSU™ Balance Trainer - Professional Edition,",The BOSU Balance trainer Professional Edition is intended for use at home. Your BOSU Balance Trainer is available in blue only and comes with a pump, an exercise manual and a workout DVD with aerobic and strength training and of course balance training. From the elite athlete to kids to weekend warriors trying to stay in shape, BOSU Balance Trainer helps to strengthen and coordinate your body including the muscles that you don't see. BOSU Balance Trainer targets the core muscles of your body, those muscles around your abdominal and back area, helping you to not only gain strength, trim, and tone, but to help coordinate your entire body. That will get you started exercising in the most exciting new way you've ever imagined!  BOSU Balance Trainer Professional Edition 
The BOSU Balance trainer Professional Edition is intended for use at home. Your BOSU Balance Trainer is available in blue only and comes with a pump an exercise manual and a workout DVD with aerobic and strength training and of course balance training. From the elite athlete to kids to weekend warriors trying to stay in shape BOSU Balance Trainer helps to strengthen and coordinate your body including the muscles that you don't see. BOSU Balance Trainer targets the core muscles of your body those muscles around your abdominal and back area helping you to not only gain strength trim and tone but to help coordinate your entire body. That will get you started exercising in the most exciting new way you've ever imagined!    




	
		Availability

		

		
		

			Usually ships in: 

		

		

		     ",PROLINE4568,6,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BOSU____Balance__4ee85f0b7f4d0.jpg
"
		Rs.13,500.00			",BOSU™ Balance Trainer - Professional Edition,",The BOSU Balance trainer Professional Edition is intended for use at home. Your BOSU Balance Trainer is available in blue only and comes with a pump, an exercise manual and a workout DVD with aerobic and strength training and of course balance training. From the elite athlete to kids to weekend warriors trying to stay in shape, BOSU Balance Trainer helps to strengthen and coordinate your body including the muscles that you don't see. BOSU Balance Trainer targets the core muscles of your body, those muscles around your abdominal and back area, helping you to not only gain strength, trim, and tone, but to help coordinate your entire body. That will get you started exercising in the most exciting new way you've ever imagined!  BOSU Balance Trainer Professional Edition 
The BOSU Balance trainer Professional Edition is intended for use at home. Your BOSU Balance Trainer is available in blue only and comes with a pump an exercise manual and a workout DVD with aerobic and strength training and of course balance training. From the elite athlete to kids to weekend warriors trying to stay in shape BOSU Balance Trainer helps to strengthen and coordinate your body including the muscles that you don't see. BOSU Balance Trainer targets the core muscles of your body those muscles around your abdominal and back area helping you to not only gain strength trim and tone but to help coordinate your entire body. That will get you started exercising in the most exciting new way you've ever imagined!    




	
		Availability

		

		
		

			Usually ships in: 

		

		

		     ",PROLINE4569,6,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BOSU____Balance__4ee85f0b7f4d0.jpg
"
		Rs.525.00			",BODYVIVE Pilates Soft Ball,"Modeled on the Mini ball or Pilates ball, VIVE™ Balls are a fun and effective tool to integrate new exercises into your workout or modify more traditional ones.  Modeled on the Mini ball or Pilates ball VIVE™ Balls are a fun and effective tool to integrate new exercises into your workout or modify more traditional ones. 
Two of their major uses include:
1. Rehabilitation - the VIVE™ Balls are used to assist and promote joint stabilization and strengthening. 
2. Core activation - the VIVE™ Balls are an ideal aid for core body work a key feature of the Les Mills BODYVIVE™ workout. 
They are used to: 


Improve balance strength and flexibility. 
Tone abdominals and inner thighs.
Increase strength flexibility and endurance.
Improve hand/eye coordination.
Strengthens upper body.
Accentuates great posture. 
Inject some fun into the workout. 

   




	     ",PROLINE4570,334,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/BODYVIVE_Ball_4ef1aa49dd2ee.jpg
"
		Rs.7,200.00			",Original Step (Including 4 Risers & Platform),"Used by more than 28,000 health clubs, the original step will help you achieve your fitness goals in no time. The flexibility of the original step is increased by incorporating the functional riser system. Each Functional riser is an angled original step riser that adds versatility and allows the original step to be transformed from its normal flat position into a stable, angled position. Used by more than 28000 health clubs the original step will help you achieve your fitness goals in no time. The flexibility of the original step is increased by incorporating the functional riser system. Each Functional riser is an angled original step riser that adds versatility and allows the original step to be transformed from its normal flat position into a stable angled position.
The Functional riser will also transform the original step into an incline/decline bench allowing you to use the original step at a variety of angles and build a more functional approach to your programming no matter what the workout goal.    




	     ",PROLINE4571,323,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/Original_Step_51e3b99c75579.jpg
"
		Rs.19,100.00			",AIM Module 2,,,195,http://www.professionalfitness.in/components/com_virtuemart/shop_image/product/AIM_Module_2_4ea5343c9a571.jpg
