SKU,Description,CP,SP,productname,Size,Brand,imgurl,
254880-WA1930A,"<div class=""more"" id=""hp_fix_desc"">
							<p>Makes up part of the PERFORM range of compression clothing by 2XU. These are compression garments engineered for active use, with powerful fabrics offering unparalleled breathability, moisture management and flexibility. As a result, you are more comfortable and focused.</p>

<p>This, the Elite version of the PERFORM Compression Top offers greater power and support than the standard version, with PWX WEIGHT fabric being utilised in across the back.</p>

<p>Features muscle containment properties which reduce muscle damage during exercise. This reduces muscle oscillation and fatigue which can lead to improved muscle endurance, strength and power output for greater performance. The pressure these garments apply to the surface of the skin can help to improve posture, agility and stability (proprioception) for increased performance.</p>

<p>Developed using extensive research and consultation with some of the best athletes in the world, 2XU have produced PWX; a collection of premium Compression fabrics engineered to offer brilliant levels of power, weight and flexibility: a devastating combination. Each PWX fabric features high grade elastomeric yarns, as well as a superior grade circular knit structure, and it is this that allows 360 degree stretch, unsurpassed power and unrivalled flexibility.</p>

<p>Features:</p>
<ul>
<li>Combination PWX FLEX through the core and upper arms plus extra powerful PWX WEIGHT through upper back panel for added support</li>
<li>High power denier support to triceps, biceps, pectorals and deltoids</li>
<li>Reduced muscle fatigue and damage</li>
<li>Core body support</li>
<li>Raglan sleeve construction for unrestricted movement</li>
<li>Flatlock seam construction</li>
<li>UPF50+ Sun Protection</li>
<li>Antibacterial</li>
<li>Moisture wicking</li></ul><br><p>Material</p><ul><li>Polyester 83%</li><li>Lycra 17%</li></ul>						</div>",6899,8071.83,2XU PWX Perform Ladies Elite Compression Short Sleeve Top,"XS,S,M",2XU,http://products.activinstinct.com/y2011/m11/254880/60124700-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
246602-B60052025 / B60005025,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Skins A200 range is the evolution of the pioneering Original collection. Built on SKINS' scientifically proven engineered gradient compression, the SKINS A200 Thermal Long Sleeve Top with Zipper features muscle wrapping support for stronger support that provides heightened performance. This garment is designed for those that are passionate about being active whether it running, playing team sports or hitting the gym. This top features a mock neck for added coverage in cold conditions with a zip for adjustability depending on the temperature.</p>

<p>GRADIENT COMPRESSION: SKINS gradient compression has been engineered to provide the correct level of surface pressure to specific body parts, enhancing circulation and delivering more oxygen to active muscles. Increased circulation also helps eliminate lactic acid build up and other metabolic wastes so you can go harder for longer and recover faster.</p>

<p>FOCUS: SKINS wrap and support key muscle groups which reduces vibration and helps maintain muscle alignment. The seams on SKINS are strategically placed to act as 'anchor points' offering focused support and stability.</p>

<p>The fabric in skins is warp knitted using multiple fine quality yarns to giver superior performance. Warp knit fabrics have no natural stretch - instead, the spandex mix ensures specific levels of elasticity and perfectly controlled compression. Some other compression brand use circular kit which has a natural stretch, making it hard to maintain the correct level of compression. Circular knit fabrics are also less durable and likely to run if snagged.</p>

<p>Warp knit construction has a 'float line' between loops to aid moisture management. Multiple yarns are used for added strength and to eliminate running if the fabric is torn.</p>

<p>The SKINS logo features more prominently along with a higher density signature SKINS contrast stitching. In addition features moisture wicking, temperature management and 50+ UV protection.</p><p>Material</p><ul><li>Nylon 85%</li><li>Spandex 15%</li></ul>						</div>",7999,9358.83,SKINS A200 Men's Thermal Long Sleeve Top with Zipper,"XS,S,M",SKINS,http://products.activinstinct.com/y2011/m09/246602/65749289-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
254692-MA1944B,"<div class=""more"" id=""hp_fix_desc"">
							<p>Makes up part of the PERFORM range of compression clothing by 2XU. These are compression garments engineered for active use, with powerful fabrics offering unparalleled breathability, moisture management and flexibility. As a result, you are more comfortable and focused.</p>

<p>A variation from the standard version of PERFORM Compression. The Thermal Compression Tights utilise a brushed PWX FLEX fabric to give the wearer a far softer feel, one that is much warmer. As well as this, your core body temperature during use is regulated better, thus enhancing comfort and warmth when it gets cold.</p>

<p>Features muscle containment properties which reduce muscle damage during exercise. This reduces muscle oscillation and fatigue which can lead to improved muscle endurance, strength and power output for greater performance. The pressure these garments apply to the surface of the skin can help to improve posture, agility and stability (proprioception) for increased performance.</p>

<p>Developed using extensive research and consultation with some of the best athletes in the world, 2XU have produced PWX; a collection of premium Compression fabrics engineered to offer brilliant levels of power, weight and flexibility: a devastating combination. Each PWX fabric features high grade elastomeric yarns, as well as a superior grade circular knit structure, and it is this that allows 360 degree stretch, unsurpassed power and unrivalled flexibility.</p>

<p>Features:</p>
<ul>
<li>Engineered using a brushed PWX FLEX fabric for a softer and warmer feel</li>
<li>Greater regulation of your core body temperature to enhance comfort and warmth during in cool climates</li>
<li>High power denier support to hamstrings, quads, abductors, gluts + calves</li>
<li>Reduced muscle damage and fatigue</li>
<li>Graduated fit promotes increased circulation for faster recovery</li></ul><br><p>Material</p><ul><li>Polyester 83%</li><li>Lycra 17%</li></ul>						</div>",8249,9651.33,2XU PWX Perform Men's Thermal Compression 3/4 Tights,"XS,S,M",2XU,http://products.activinstinct.com/y2011/m11/254692/46452575-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
417834-WA2443E-CPKNEC,"<div class=""more"" id=""hp_fix_desc"">
							<p>The new 2XU Compression Performance Run Sock is the most technically advanced performance compression sock on the market. Featuring zoned breathability panels for maximum airflow and comfort. Seamless, gradient zoned compression panels for increased blood flow and maximum muscle containment for increased performance and enhanced recovery times.</p>

<ul>
<li>PWX compression fabric with enhanced power to support the shin, calf, ankle, achilles and arch of the foot.</li>
<li>Graduated fit to promote circulation for muscle performance and faster recovery.</li>
<li>Linked toe cage and light padding for added comfort.</li>
<li>Seamless construction for greater comfort.</li>
<li>High filament yarns for dryness - wicks sweat from the skin to the fabric exterior</li>
<li>Antibacterial and UPF50+ sun protection</li></ul><br><p>Material</p><ul><li>Synthetic Material </li></ul>						</div>",4199,4912.83,2XU Compression Performance Ladies Run Sock,"XS,S,M,L",2XU,http://products.activinstinct.com/y2014/m03/417834/96840701-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
247287-B41021020,"<div class=""more"" id=""hp_fix_desc"">
							<p>The SKINS 400 series can accurately determine compression levels required while athletes are in motion. Different sports require different levels of compression in different areas and it's here that 400 series excels. SKINS studied exactly where on the body compression should be applied, and how much compression is needed during activity. The results are applied into 400 Series garments to create the new SKINS Dynamic Gradient Compression.</p>

<p>SKINS performed a 3D body scan of hundreds of athletes, amateur and professional, of all shapes and sizes. From the 800,000 measurements taken of each athlete, SKINS established 400 key fitting points. This provides the blueprint for 400 Series garments.</p>

<p>In addition these garments feature Memory MX fabrics to provide controlled, consistent elasticity and perfectly focused support, complementing the body's natural movement and reducing the risk of injury.</p>

<p>The fabric in skins is warp knitted using multiple fine quality yarns to giver superior performance. Warp knit fabrics have no natural stretch - instead, the spandex mix ensures specific levels of elasticity and perfectly controlled compression. Some other compression brand use circular kit which has a natural stretch, making it hard to maintain the correct level of compression. Circular knit fabrics are also less durable and likely to run if snagged.</p>

<p>Warp knit construction has a 'float line' between loops to aid moisture management. Multiple yarns are used for added strength and to eliminate running if the fabric is torn.</p>

<p>SKINS wrap and support key muscle groups which reduces vibration and helps maintain muscle alignment. The seams on SKINS are strategically placed to act as 'anchor points' offering focused support and stability. In addition features moisture wicking, temperature management and 50+ UV protection.</p>

<p>SKINS fabrics help optimise your body temperature in both warm and cool conditions. Muscles warm up quickly through enhanced circulation, whilst the superior wicking promotes evaporative cooling to help maintain a more constant body temperature.</p>

<p>SKINS speed up the turnaround of metabolic waste and improve the recirculation of blood lactate. SKINS are also proven to reduce exercise-induced muscle damage.</p><p>Material</p><ul><li>Nylon 76%</li><li>Spandex 24%</li></ul>						</div>",6499,7603.83,SKINS A400 Ladies 3/4 Tights,"XS,S,M,L",SKINS,http://products.activinstinct.com/y2011/m09/247287/20654220-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
417759-MA2308A-BLKBLK,"<div class=""more"" id=""hp_fix_desc"">
							<p>XFORM Active + Recovery are powerful and breathable compression garments featuring the added benefit of graduated engineering for extra support, comfort and more efficient delivery of oxygenated blood to fatigued muscles.</p>

<p>Developed using extensive research and consultation with some of the best athletes in the world, 2XU have produced PWX; a collection of premium Compression fabrics engineered to offer brilliant levels of power, weight and flexibility: a devastating combination. Each PWX fabric features high grade elastomeric yarns, as well as a superior grade circular knit structure, and it is this that allows 360 degree stretch, unsurpassed power and unrivalled flexibility.</p>

<ul>
<li>Using PWX Flex to deliver optimal flexibility + movement</li>
<li>High power denier to support forearms, triceps, biceps, pectorals + deltoids</li>
<li>Reduced muscle fatigue + damage</li>
<li>Core body support</li>
<li>Raglan sleeve construction for unrestriced movement</li>
<li>Graduated fit promotes increased circulation</li>
<li>Reduces soreness + enhances flushing of blood lactates from exercising muscles</li>
<li>Suitable for any athletes with upper body demands</li>
<li>Flatlock seam construction</li>
<li>UPF50+ Sun Protection</li>
<li>Antibacterial</li>
<li>Moisture wicking</li></ul><br><p>Material</p><ul><li>Synthetic Material </li></ul>						</div>",6899,8071.83,2XU XFORM Active Recovery Long Sleeve Men's Compression Top,"XS,S,M,L",2XU,http://products.activinstinct.com/y2014/m03/417759/71947135-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
247307-B41021004,"<div class=""more"" id=""hp_fix_desc"">
							<p>The SKINS 400 series can accurately determine compression levels required while athletes are in motion. Different sports require different levels of compression in different areas and it's here that 400 series excels. SKINS studied exactly where on the body compression should be applied, and how much compression is needed during activity. The results are applied into 400 Series garments to create the new SKINS Dynamic Gradient Compression.</p>

<p>SKINS performed a 3D body scan of hundreds of athletes, amateur and professional, of all shapes and sizes. From the 800,000 measurements taken of each athlete, SKINS established 400 key fitting points. This provides the blueprint for 400 Series garments.</p>

<p>In addition these garments feature Memory MX fabrics to provide controlled, consistent elasticity and perfectly focused support, complementing the body's natural movement and reducing the risk of injury.</p>

<p>The fabric in skins is warp knitted using multiple fine quality yarns to giver superior performance. Warp knit fabrics have no natural stretch - instead, the spandex mix ensures specific levels of elasticity and perfectly controlled compression. Some other compression brand use circular kit which has a natural stretch, making it hard to maintain the correct level of compression. Circular knit fabrics are also less durable and likely to run if snagged.</p>

<p>Warp knit construction has a 'float line' between loops to aid moisture management. Multiple yarns are used for added strength and to eliminate running if the fabric is torn.</p>

<p>SKINS wrap and support key muscle groups which reduces vibration and helps maintain muscle alignment. The seams on SKINS are strategically placed to act as 'anchor points' offering focused support and stability. In addition features moisture wicking, temperature management and 50+ UV protection.</p>

<p>SKINS fabrics help optimise your body temperature in both warm and cool conditions. Muscles warm up quickly through enhanced circulation, whilst the superior wicking promotes evaporative cooling to help maintain a more constant body temperature.</p>

<p>SKINS speed up the turnaround of metabolic waste and improve the recirculation of blood lactate. SKINS are also proven to reduce exercise-induced muscle damage.</p><p>Material</p><ul><li>Nylon 76%</li><li>Spandex 24%</li></ul>						</div>",6999,8188.83,SKINS A400 Ladies Short Sleeve V-Neck Top,"XS,S,M,L",SKINS,http://products.activinstinct.com/y2011/m09/247307/23456446-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
247153-B48039005,"<div class=""more"" id=""hp_fix_desc"">
							<p>You don't stop breathing after the game.</p>

<p>The benefits of increased oxygen to your muscles during sport are obvious. But recovering muscles need oxygen too. Stepping into SKINS RY400 range after a workout enhances the circulation in abused legs, arms and shoulders - reducing recovery time.</p>

<p>Your muscles don't stop working once you've crossed the finish line. . .</p>

<p>Forget massages or comfy slippers. For maximum recovery, pull on your RY400 garments after sport. A recovering body has different compression needs to one that's taut, in-motion and being pushed to the limits. Based on the revolutionary 400 fit, our new RY400 range can help prevent muscle fatigue, eliminate delayed onset muscle soreness (DOMS) and improve recovery. You can even wear SKINS whilst you sleep to speed up recovery, so you wake up fresh and ready to do it all over again!</p>

<p>SKINS help improve the supply of oxygen to active muscles. This enhances natural performance, increases the turnaround of metabolic waste and reduces the build up of lactic acid - meaning faster recovery.</p>

<p>If the compression level is too high it can restrict blood flow and cause friction between muscles. If it's too low it won't provide any benefit at all. SKINS engineered gradient compression ensures the correct level of pressure is provided in the right places to enhance circulation and deliver more oxygen to your muscles. The SKINS 400 series features dynamic gradient compression and bio-mechanically placed Memory MX fabric, providing even more precise compression during activity and recovery.</p>

<p>GRADIENT COMPRESSION: SKINS gradient compression has been engineered to provide the correct level of surface pressure to specific body parts, enhancing circulation and delivering more oxygen to active muscles. Increased circulation also helps eliminate lactic acid build up and other metabolic wastes so you can go harder for longer and recover faster.</p>

<p>FOCUS: SKINS wrap and support key muscle groups which reduces vibration and helps maintain muscle alignment. The seams on SKINS are strategically placed to act as 'anchor points' - offering focused support and stability.</p>

<p>MOISTURE: All SKINS fabrics actively draw moisture away from your skin - keeping you dry even in the most gruelling situations.</p>

<p>TEMPERATURE: SKINS fabrics help optimise your body temperature in both warm and cool conditions. Muscles warm up quickly through enhanced circulation, whilst the superior wicking promotes evaporative cooling to help maintain a more constant body temperature.</p>

<p>ODOUR: SKINS have antimicrobial elements built into the fabric - they can't be washed out, no matter how often SKINS are worn. These elements discourage the growth of bacteria by absorbing odour-causing substances.</p>

<p>SUN: Wearing SKINS is equal to 50+ UV protection - preventing harsh UV rays from penetrating the skin. When it comes to being sun smart, you can trust SKINS - they're from Australia!</p>

<p>Superior construction: The fabric in skins is warp knitted using multiple fine quality yarns to giver superior performance. Warp knit fabrics have no natural stretch - instead, the spandex mix ensures specific levels of elasticity and perfectly controlled compression. Some other compression brand use circular kit which has a natural stretch, making it hard to maintain the correct level of compression. Circular knit fabrics are also less durable and likely to run if snagged.</p>

<p>Warp knit construction has a 'float line' between loops to aid moisture management. Multiple yarns are used for added strength and to eliminate running if the fabric is torn.</p><p>Material</p><ul><li>Nylon 76%</li><li>Spandex 24%</li></ul>						</div>",8299,9709.83,SKINS RY400 Ladies Compression Long Sleeve Top,"XS,S,M,L",SKINS,http://products.activinstinct.com/y2011/m09/247153/87857111-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
425642-O20610,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Marathon Running Shorts are the lightest X-BIONIC running shorts, with a lower waistband, two crucial factors that Migidio Bourifa the multiple Italian marathon champion, who was closely involved in the development of these shorts felt would make these winners.</p>

<p>The seamless, exceptionally comfortable X-BIONIC Marathon Running Shorts are highly compressive to minimise muscle vibration and support your muscles and joints. Specially developed for long distance runners, they optimise movement while stimulating blood circulation. This means an improved supply of nutrients to the muscles and better athletic performance. At the same time, the sophisticated woven structure ensures an ideal fit. Climate control also a plays crucial part: the main feature is the corrugated intercooler structure on the front and back of the thighs. These three-dimensional woven elements soak up excess sweat and evaporate it near the skin for cooling. As well as this, the intercooler structure leaves a space between the garment and your skin for a film of sweat to provide additional cooling.</p>

<p>While you rest, the insulating effect of the intercooler takes over: trapped air insulates and protects your muscles from chill, thus lessening the risk of injury. On the less cold-sensitive inner thigh, the finely meshed AirConditioning Zone cools you during the active phase by means of direct air exchange and evaporation. The anatomically positioned 3D-BionicSphere system on the coccyx and abdomen areas provides extra temperature and moisture regulation. Sweat traps on the lower back catch excess moisture before you can feel it and soak it up to evaporate. This means that there is absolutely no risk of chafing when running long distances.</p>

<p>In summary, these are far less revealing, more supportive and provide far superior climate control than similar Lycra running pants.</p>

<p>Features:</p>

<p>Two-Step front 3D-BionicSphere System: high-tech knitting technology ensures optimal support and climate comfort in the pants. The various ribs and surface elements are able to resolve the conflict between providing support and transporting moisture and warmth. The wad structure between the legs inhibits the accumulation of moisture and, as a consequence, friction sores.</p>

<p>Innerlap AirConditioningZone: The inner surface of the thighs are less sensitive to cold. Here, the Innerlap AirConditioningZone, a section of delicate weave with nil insulating properties, allows the thigh to cool down initially by means of ventilation. As soon as sweat begins to build up the efficiency of the cooling mechanism increases since this process is going on in direct proximity to the skin.</p>

<p>3D-BionicSphere-System: at the coccyx ? perspiration from the lower back section is conducted away for evaporation via the 3D-BionicSphere-System on the coccyx. The SweatTraps in the lower back absorb perspiration flowing down to the buttocks.</p>

<p>ISO-Pad: Enables targeted insulation of individual body parts from a cold environment to protect the body from freezing in winter. This is how the optimised ISO-Pads retain more body heat, which is necessary to guarantee internal organ function and protect body parts which are vulnerable to cooling.</p>

<p>Self-adjusting cuff: the wide active drawstring fits to every leg size without slipping or constricting.</p>

<p>Intercooler: this 3D construction collects perspiration on the upper thigh and maintains it directly upon the skin so as to evaporate it to maximum effect directly on this important muscle group. In between periods of exertion, the intercooler?s rib technology lies in waves upon the muscle to provide insulation. The locked-in air protects these vulnerable muscles from over-cooling.</p>

<p>X-BIONIC Partial Kompression: A new benchmark in compression technology. Partial Kompression by</p>

<p>X-BIONIC utilises the advantages of compression without neglecting cooling.</p>

<p>SkinNODOR with Nano-Technology: A climate-active nano-filament which contains an inorganic bacteriostatic agent. The ions inside the fibre inhibit the reproduction of micro-organisms.</p>

<p>Technical composition: 80 % NanoCore,14 % Mythlan, 6 % Elastane</p>

<p>Material: 80 % Polyamide , 14 % Polypropylene, 6 % Elastane</p><p>Material</p><ul><li>Polyamide Nylon </li></ul>						</div>",8799,10294.83,X-BIONIC Marathon Ladies Running Shorts,"XS,S,M,L",X-BIONIC,http://products.activinstinct.com/y2014/m04/425642/43747801-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
425627-O100051,"<div class=""more"" id=""hp_fix_desc"">
							<p>The X-Bionic the Trick Ladies Running Shirt allows you to run longer and faster without overheating.</p>
<p>With The Trick, the innovative developers at X-BIONIC have found a new and superior way to regulate your temperature. Along an insulation zone on the spine, an overheating of the entire body is simulated tricking the brain into thinking you are warmer than you really are. To combat this, the brain initiates sweat production far earlier in your run. Even before the body overheats, it is cooled by sweat, effectively and more quickly. The strain on physical systems is relieved.</p>

<p>RESULT: You have more energy for performance. The Trick Running Shirt is also packed with other award-winning technology from X-BIONIC, such as the 3D-BionicSphere System on the chest and back, which will ensure that during your run, you remain at a constant 37 degrees Celsius.</p>

<p>Features:</p>

<p>3D-BionicSphere System in the chest area: Without giving the body the impression that it is getting cold, fresh air from the 3D-BionicSphere System in the chest area cools down the body temperature. The air is tempered inside the ducts, working like a sluice. Hot, moist air is disposed of using the dynamics of body warmth and then replaced with new fresh air.</p>

<p>AirComPlex-Zone: at the solar plexus, directly under the 12th thoracic vertebrae, important nerve fibres receive signals that influence one?s entire well-being. The AirComplex-Zone protects this sensitive area with special channels. Warm air enclosed there insulates optimally in the cold. The system?s structure processes excess sweat from physical activity and ensures appropriate cooling of the core.</p>

<p>SweatTraps: Trap perspiration before you start to feel it. Sweat is wicked away so it can evaporate using heat dynamics. A film of perspiration ? too thin to be noticeable ? is left behind to cool the skin.</p>

<p>THE TRICK: the latest technological development from X-BIONIC, described above.</p>
<p>Expansion Flex Zone at the shoulder joint: flexibility of the Expansion Flex Zone and the stretch of the yarn enable unrestricted movement, without the shirt riding up.</p>
<p>3D-BionicSphere System on the back: guarantees effective ventilation so moisture is quickly wicked and transported away. No sweat means insulating air pockets in the wavelike structure protect against cold.</p>

<p>37 degree CCR-Technology: An over-heated or under-cooled body is not able to perform. That?s why it works to keep itself constantly at the optimal body temperature of 37degrees Celsius.</p>

<p>Fixation Ribs: On the abdomen keep the shirt in the right position. They guarantee that THE TRICK is positioned accurately on the back and can unleash its full effect.</p>

<p>Skin NODOR Nano-Technology: Skin NODOR?s pH neutral ions actively inhibit bacteria build-up and minimize odour-causing microorganisms.</p>

<p>X-Impact Technology: better performance due to graduated compression that reduces muscle oscillations, supports muscles and joints and optimises nutrient supply.</p>

<p>Technical composition: 87 % Skin NODOR, 10 % Polypropylene, 3 % Elastane</p>

<p>Material: 87 % Polyamide, 10 % Polypropylene, 3 % Elastane</p><p>Material</p><ul><li>Polyamide Nylon </li></ul>						</div>",9499,11113.83,X-BIONIC The Trick Ladies Running Shirt,"XS,S,M,L",X-BIONIC,http://products.activinstinct.com/y2014/m04/425627/27213265-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
425632-O20608,"<div class=""more"" id=""hp_fix_desc"">
							<p>Wearing the new Effektor Running Power Shirt has been described as like wearing a second skin. It is packed with X-BIONIC?s award-winning and patented technologies, such as the 3D-BionicSphere-System, which keeps you warm when you are cold, and cool when you are warm. But that is not all. For the lime green Power Shirt heralds the dawn of a new era in compression clothing, with the launch of Effektor Technologie.</p>

<p>Effektor unleashes the potential that until now seemed to be unrealistic ? limits of muscle coordination, of body temperature regulation, heart rate, endurance, recovery time, lactate build-up and transmission of stimuli along nerve pathways. The key ? Partial Kompression, which reduces muscle oscillations, and improves the supply not only of oxygen but also of nutrients to your muscles, enabling quicker recovery.</p>

<p>During sport activities body warmth is created: in extreme situations, up to 1,200 watts worth. Up to 90 % of this is released by the athlete from the skin to maintain a body temperate of 37</p><p>Material</p><ul><li>Polyamide Nylon </li></ul>						</div>",9999,11698.83,X-BIONIC Effektor Ladies Power Running Shirt,"XS,S,M,L",X-BIONIC,http://products.activinstinct.com/y2014/m04/425632/70650979-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
254642-WA2005A,"<div class=""more"" id=""hp_fix_desc"">
							<p>REFRESH Compression garments are designed for use after exercise. Extremely powerful and durable, these garments have been engineered to enhance blood circulation and lift the delivery of oxygen to the muscles. Featuring a rigid knit construction and graduated engineering, these are suited high performing athletes that need to recover fast.</p>

<p>The graduated pressure improved recovery by improving circulation and removing lactate from the muscles. This repairs muscles faster, reducing swelling and soreness.</p>

<p>Developed using extensive research and consultation with some of the best athletes in the world, 2XU have produced PWX; a collection of premium Compression fabrics engineered to offer brilliant levels of power, weight and flexibility: a devastating combination. Each PWX fabric features high grade elastomeric yarns, as well as a superior grade circular knit structure, and it is this that allows 360 degree stretch, unsurpassed power and unrivalled flexibility.</p>

<p>Features:</p>
<ul>
<li>Using PWX WEIGHT and highly breathable powermesh</li>
<li>Engineered for the unique muscular physiology of swimmers</li>
<li>Powermesh through back and chest for ventilation</li>
<li>Graduated fit to promote increased circulation through arms</li>
<li>Flatlock seam construction</li>
<li>UPF50+ Sun Protection</li>
<li>Antibacterial</li>
<li>Moisture wicking</li></ul><br><p>Material</p><ul><li>Polyester 83%</li><li>Lycra 17%</li></ul>						</div>",10049,11757.33,2XU PWX Refresh Ladies Swim Compression Recovery Top,"XS,S,M,L",2XU,http://products.activinstinct.com/y2011/m11/254642/82893730-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
425637-O20605,"<div class=""more"" id=""hp_fix_desc"">
							<p>Highly acclaimed X-BIONIC running wear has frequently won 'best in test' awards and is recognised as being supremely technical, giving runners the competitive edge. With shorts,3 quarter and full length tights to choose from, the range has become a firm favourite with many athletes.</p>

<p>Now you can benefit from X-BIONICâs established technologies such as the 3D-BionicSphere System with their latest ground-breaking Effektor Technologie. Effektor unleashes the potential that until now seemed to be unrealistic â"" limits of muscle coordination, of body temperature regulation, heart rate, endurance, recovery time, lactate build-up and transmission of stimuli along nerve pathways.</p>

<p>The key â"" Partial Kompression, which reduces muscle oscillations, and improves the supply not only of oxygen but also of nutrients to your muscles, enabling quicker recovery. During sport activities body warmth is created: in extreme situations, up to 1,200 watts worth. Up to 90 % of this is released by the athlete from the skin to maintain a body temperate of 37 degrees C.</p>

<p>X-BIONIC Partial Kompression applies targeted pressure on 1mm wide ridges. Left and right of the ridge is a compression-free area where compression could have a negative effect on blood circulation to the skin. In this way the blood flow through veins and capillaries remain unimpeded. Partial Kompression uses the skin as a surface for cooling and, thus, can take advantage of the bodyâs personal microclimate for optimising performance.</p>

<p>Wearing X-BIONIC products with Effektor Technologie, compared with standard compression clothing, could give you:</p>

<ul>
<li>50% less build-up of heat</li>
<li>Up to 10% greater endurance</li>
<li>Lower heart rate by 2.4 beats per minute</li>
<li>7% less lactate build up</li>
<li>20% faster recovery</li>
</ul><br>
<p>The X-BIONIC Ladies Effektor Running Power Tights also incorporate other new developments specific to women, such as Cohesion Wrap Technology.</p>

<p>Key Features:</p>

<p>Neural Response Effect: Partial Kompression puts peripheral nerve cells in a constant state of readiness, optimises the exchange of neural impulses between muscles and brain, increases muscle reactions, contractions and coordination, and decreases the risk of injury and exhaustion.</p>

<p>Cohesion Wrap Technology: With its Vicarious Connective Tissue, this new technology supports and stabilises areas of the female body with weak connective tissue. It provides, from the outside, what female connective tissue is lacking on the inside: stability. The compression and special zoned structure around the abdominal and buttock regions mean less lactate and metabolic waste can penetrate tissues. Key benefits of this technology, therefore, are support and stability, improved metabolism and breakdown of metabolic waste, support for lymphatic flow, reduced vibration and decreased build-up of cellulite.</p>

<p>X-BIONIC Partial Kompression: A new benchmark in compression technology, Partial Kompression by X-BIONIC utilises the advantages of compression without neglecting cooling.</p>

<p>Self-Adjusting Cuff: The broad self-adjusting cuff at the waist and bottom of the shorts adapts to any leg size without slipping or constricting.</p>

<p>Intercooler: The 3D construction collects perspiration on the upper thigh and maintains it directly upon the skin so as to evaporate it to maximum effect directly on this important muscle group. In between periods of exertion, the intercoolerâs rib technology lies in waves upon the muscle to provide insulation. The locked-in air protects these vulnerable muscles from over-cooling.</p>

<p>ISO-Pad: Targeted insulation of individual body parts against ambient coldness can prevent the body from getting cold. This is why ISO-Pads over the hip bones retain body heat that is necessary to guarantee inner organ functionality.</p>

<p>3D-BionicSphere-System at the Coccyx: The SweatTraps in the lower back catch sweat flowing towards to the buttocks. This phase, which often leads to friction sores and chafing, is thus interrupted before it can even begin.</p>

<p>Heat Transfer Zone: The extremely fine mesh between the compression ridges allows heat to be optimally dissipated during physical exertion.</p>

<p>SkinNODOR with Nano-Technology: a climate-active nano-filament which contains an inorganic bacteriostatic agent. The ions inside the fibre inhibit the reproduction of micro-organisms.</p>

<p>Material: 73 % Polyamide, 19 % Polypropylene, 8 % Elastane</p><p>Material</p><ul><li>Polyamide Nylon </li></ul>						</div>",10499,12283.83,X-BIONIC Effektor Ladies 3/4 Running Power Tights,"XS,S,M,L",X-BIONIC,http://products.activinstinct.com/y2014/m04/425637/87259457-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
246740-B61033005 / B61063005 / B61073005,"<div class=""more"" id=""hp_fix_desc"">
							<p>The Skins A200 range is the evolution of the pioneering Original collection. Built on SKINS? scientifically proven engineered gradient compression, the SKINS A200 Long Sleeve Top features muscle wrapping support for stronger support that provides heightened performance. This garment is designed for those that are passionate about being active whether it running, playing team sports or hitting the gym.</p>

<p>GRADIENT COMPRESSION: SKINS gradient compression has been engineered to provide the correct level of surface pressure to specific body parts, enhancing circulation and delivering more oxygen to active muscles. Increased circulation also helps eliminate lactic acid build up and other metabolic wastes so you can go harder for longer and recover faster.</p>

<p>FOCUS: SKINS wrap and support key muscle groups which reduces vibration and helps maintain muscle alignment. The seams on SKINS are strategically placed to act as 'anchor points' offering focused support and stability.</p>

<p>The fabric in skins is warp knitted using multiple fine quality yarns to giver superior performance. Warp knit fabrics have no natural stretch - instead, the spandex mix ensures specific levels of elasticity and perfectly controlled compression. Some other compression brand use circular kit which has a natural stretch, making it hard to maintain the correct level of compression. Circular knit fabrics are also less durable and likely to run if snagged.</p>

<p>Warp knit construction has a 'float line' between loops to aid moisture management. Multiple yarns are used for added strength and to eliminate running if the fabric is torn.</p>

<p>The SKINS logo features more prominently along with a higher density signature SKINS contrast stitching. In addition moisture wicking, temperature management and 50+ UV protection.</p>

<p>The Skins A200 Series collection for women was designed by women for women so the garments feature flattering lines to give you a sleek silhouette as well as this season?s hottest colours.</p><p>Material</p><ul><li>Nylon 76%</li><li>Spandex 24%</li></ul>						</div>",5499,6433.83,SKINS A200 Ladies Long Sleeve Top,"XS,S,M,L,Black,Black/Pink",SKINS,http://products.activinstinct.com/y2011/m09/246740/27055969-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
