SKU,Description,CP,SP,productname,Brand,Size,imgurl,
433215-GEM-LS-XERA2,"
							At 950 lumens, the XERA LED means serious business in the high power category. Driving this light is the most efficient, high power LED on the market.

Pick from ten different steps of brightness, with three modes at your disposal, and you can personalise the settings.

You can select from a wide 16-degree flare or narrow 14-degree spot and both standard and narrow optic lenses are included in the bundle for your choosing.

There is a bar mount, helmet mount, head belt and extension cable.

Run time:
Maximum brightness: 2hrs
Minimum brightness: 23hrs						",13199,15442.83,GEMINI Xera LED Light (2-cell),GEMINI,,http://products.activinstinct.com/y2014/m06/433215/29808041-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
27894-AB106085,"
							The ultimate chain for all-round bicycle security, the innovative City chain is built around a nigh-on impenetrable multi layered hardened steel lock body with Powercell technology and the X-plus locking mechanism.

Hexagonal section 10 mm hardened steel chain includes a ""Powerlink"", which fits directly into the lock body for extreme resistance to torque/pulling attack. Lengths quoted are on the external circumference of the whole lock when locked.						",13499,15793.83,ABUS City Chain X-Plus 1060 - 85cm Bike Lock,ABUS,,http://products.activinstinct.com/y2009/m03/27894/27894-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
389680-90042148,"
							For runners, cyclists and fitness enthusiasts who want guidance to reach their goals. Helps you train at the right intensity with personal sport zones and improves performance with endurance training programs.

Tracks your route, speed and distance using optional extra GPS enabled accessories, and allows you to share your training with friends. The RC3 is slim and lightweight, with a rechargeable battery that has a 12-hour lifespan.

Features:

Body measurement features
Data transfer
Polarpersonaltrainer.com features
Recording features
Training features
Watch features

What's in the box:

Polar RCX3 training computer
Polar H3 heart rate sensor
RCX3 Getting Started GuideMaterialPlastic 						",13499,15793.83,POLAR RCX3 Sports Watch,POLAR,,http://products.activinstinct.com/y2013/m10/389680/41515745-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
28603-90036407 / 90037848,"
							The smartest way to better fitness. Now you can train as you want and reach your fitness targets with the FT60's personalised training programme. It sets new targets by adapting to your personal training habits, helping you stay motivated and carry on improving your fitness.

The adaptive training programme features weekly targets, feedback and guidance so you'll achieve your training targets more efficiently and effectively.

Key features:


Time of day
STAR Training Programme - Guides you without being too strict for day-to-day plans. Follow the weekly intensity and time targets and your fitness improvement is guaranteed. This intelligent programme even adapts to your training habits, giving you new targets and guidance.
POLAR Fitness TestTM with OwnIndex - Measures your fitness level in five minutes. The result, Polar OwnIndex, predicts your maximal oxygen uptake (VO2max)
POLAR OwnZone - Individual determination of your optimal target heart rate limits based on your daily condition
Training Zones - The three training zones will help you to train on the right intensity (light, moderate and hard)
POLAR OwnCal - Shows calories burnt during and after the training session. See also the estimated amount of fat (%) burnt as an energy source.
POLAR OwnCode - Prevents cross-talk from other heart rate monitors.
Wireless ECG accurate heart rate (% / beats per minute)
Average and maximum heart rate of total exercise
Zone Lock - Lock a training zone to train on a specific intensity
Memory features - daily, weekly and total summaries
User changeable battery

Compatible Accessories:


G1 GPS speed and distance sensor - Provides speed and distance information for outdoor sports.
S1 foot podTM - Combines inertial technology and DSP (digital signal processing) to provide accurate speed / pace and distance data.
POLAR FlowLink - Easy to use data transfer between the wrist unit and polarpersonaltrainer.com. It is plugged to the PC with a USB connection.

What's in the Box:

Polar FT60 training computer
Polar WearLink+ transmitter
FT60 Getting Started Guide						",13499,15793.83,POLAR FT60M Heart Rate Monitor,POLAR,,http://products.activinstinct.com/y2009/m05/28603/66503107-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
431307-700.CO9900,"
							Riding outside in strong wind is no fun, but creating your own wind is a whole different story. The CycleOps Wind trainer has a vortex blade design that generates progressive resistance for an effective workout, whether spinning or climbing is your focus. Simply increase your effort by shifting gears like you would on the road.

With easy to use features like a quick-release lever for set up and folding legs for storage, the CyclOps Wind trainer might just be the most agreeable workout partner you've ever had.

They also guarantee that if anything ever breaks on it, they'll fix it or replace it.


As you change gears or boost leg speed, resistance increases
The vortex blade design generates progressive resistance
Die cast zinc blades double as a heavy flywheel for fluid starts and stops

Included in the box:


Classic series frame
Wind resistance unit
Bolt action kit
Resistance unit hardware
Quick release skewer
Instruction manual
realrides.tv coupon code
VirtualTraining two week free trial

TECHNICAL SPECIFICATIONS

PowerTap calibrated for optimal road-like feel: No
Resistance medium: Wind
Pre-assembled: No
Resistant unit adjustment: Knob
Roller size: 1.25""
Remote shifter: No
Power measurement: No
Programmable workouts: No
Accomodates 29'ers: Yes**
Noise level: Loud
Warranty: Lifetime
Trainer leveling method: Asymmetrical rear leveling feet
Resistance type: Linear
Frame Type: Classic series folding frame
Adjustable Leg: No
Attachment to bike:Bolt Action
Wheel Sizes: 650b, 700c, 26"", 27"", 29""**

Adapter available for 20-24""

Bike Frames: This trainer is designed to fit common road and mountain bike frames including those with 120, 130 and 135mm spacings
Includes Virtual Training Software: No


*Will fit MOST 29er wheels up to 2.25"" width, depending on tire tread. We also recommend using a slick tire or trainer specific tire.MaterialZinc 						",13500,15795,CYCLEOPS Wind Trainer,CYCLEOPS,,http://products.activinstinct.com/y2014/m05/431307/55697545-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
393952-90049593,"
							The smartest way to better fitness. Now you can train as you want and reach your fitness targets with the FT60's personalised training programme. It sets new targets by adapting to your personal training habits, helping you stay motivated and carry on improving your fitness.

The adaptive training programme features weekly targets, feedback and guidance so you'll achieve your training targets more efficiently and effectively.

Key features:


Time of day
STAR Training Programme - Guides you without being too strict for day-to-day plans. Follow the weekly intensity and time targets and your fitness improvement is guaranteed. This intelligent programme even adapts to your training habits, giving you new targets and guidance.
POLAR Fitness TestTM with OwnIndex - Measures your fitness level in five minutes. The result, Polar OwnIndex, predicts your maximal oxygen uptake (VO2max)
POLAR OwnZone - Individual determination of your optimal target heart rate limits based on your daily condition
Training Zones - The three training zones will help you to train on the right intensity (light, moderate and hard)
POLAR OwnCal - Shows calories burnt during and after the training session. See also the estimated amount of fat (%) burnt as an energy source.
POLAR OwnCode - Prevents cross-talk from other heart rate monitors.
Wireless ECG accurate heart rate (% / beats per minute)
Average and maximum heart rate of total exercise
Zone Lock - Lock a training zone to train on a specific intensity
Memory features - daily, weekly and total summaries
User changeable battery

Compatible Accessories:


G1 GPS speed and distance sensor - Provides speed and distance information for outdoor sports.
S1 foot podTM - Combines inertial technology and DSP (digital signal processing) to provide accurate speed / pace and distance data.
POLAR FlowLink - Easy to use data transfer between the wrist unit and polarpersonaltrainer.com. It is plugged to the PC with a USB connection.

What's in the Box:

Polar FT60 training computer
Polar WearLink+ transmitter
FT60 Getting Started Guide						",13950,16321.5,POLAR FT60 Unisex White Heart Rate Monitor,POLAR,,http://products.activinstinct.com/y2013/m11/393952/98943726-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
319935-MI415B60D,"
							The Minoura B60-R Trainer is an entry level trainer that'll help you reach your potential out on the road with the opportunity to train throughout winter.


600 gram freewheel
386 watts of resistance at 25mph
3 levels of remote resistance
U-shaped frame						",14499,16963.83,MINOURA B60-D Trainer,MINOURA,,http://products.activinstinct.com/y2012/m10/319935/89703858-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
388322-RUNGPS1,"
							The Runtastic GPS Watch records all important workout parameters including pace, laps, calories, distance, heart rate, speed, duration, as well as altitude and target heart rate zones. With the Runtastic Connect software it is extremely easy to upload all tracked activities to the Runtastic fitness website. Connect the Runtastic GPS Watch via USB to your computer and all activities will be transferred to your profile at www.runtastic.com. You can then access all your important fitness statistics and graphs online and edit details as desired.

Functions:

Time and Distance
Average, max. and actual speed/pace
Average, max. and actual heart rate
Training zones incl. training alarm
Battery life with GPS up to 14 hours
5 training profiles (customize the display)
Compass incl. navigation function
Nightlight
Analysis of activities on runtastic.com
Weight: 57,5g GPS Watch + 60g Chest Strap						",14499,16963.83,RUNTASTIC GPS Watch and Heart Rate Monitor,RUNTASTIC,,http://products.activinstinct.com/y2013/m10/388322/38485412-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
433213-GEM-LS-XERA4,"
							At 950 lumens, the XERA LED means serious business in the high power category. Driving this light is the most efficient, high power LED on the market.

Pick from ten different steps of brightness, with three modes at your disposal, and you can personalise the settings.

You can select from a wide 16-degree flare or narrow 14-degree spot and both standard and narrow optic lenses are included in the bundle for your choosing.

There is a bar mount, helmet mount, head belt and extension cable.

Run time:
Maximum brightness: 4hrs
Minimum brightness: 46hrs						",14999,17548.83,GEMINI Xera LED Light (4-cell),GEMINI,,http://products.activinstinct.com/y2014/m06/433213/51582516-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
431309-700.CO9902,"
							Riding outside is everyone's preference, but riding inside is better than not riding at all. To make it more life-like, the CycleOps Mag+ has five adjustable levels of linear resistance to accommodate your workout. The Mag+ also includes a bar-mounted remote shifter for changing resistance levels while you ride.

Like all CycleOps trainers, the Mag+ comes with a lifetime warranty, so you'll never need to purchase another trainer. It also features the same sturdy, steel construction and safety features of all CyclOps trainers so you can ride worry-free.


5-position adjustment makes it easy to vary your workouts.
Includes a bar-mounted remote shifter.

Included in the box:


Classic series frame
Mag resistance unit
Mag handlebar remote shifter
Bolt action kit
Resistance unit hardware
Quick release skewer
Instruction manual
realrides.tv coupon code
VirtualTraining two week free trial


TECHNICAL SPECIFICATIONS:

Resistance medium: Magnetic
Pre-assembled: No
Resistant unit adjustment: Knob
Roller size: 1.25""
Remote shifter: Yes
Power measurement: No
Programmable workouts: No
Accomodates 29'ers: Yes**
Noise level: Quiet
Warranty: Lifetime
Trainer leveling method: Asymmetrical rear leveling feet
Resistance type: Adjustable linear
Frame Type: Classic series folding frame
Adjustable Leg: No
Attachment to bike: Bolt Action
Wheel Sizes: 650b, 700c, 26"", 27"", 29""**

Adapter available for 20-24""

Bike Frames: This trainer is designed to fit common road and mountain bike frames including those with 120, 130 and 135mm spacings
Includes Virtual Training Software: No


*Will fit MOST 29er wheels up to 2.25"" width, depending on tire tread. We also recommend using a slick tire or trainer specific tire.MaterialMetal 						",15375,17988.75,CYCLOPS Mag+ Trainer With Shifter,CYCLOPS,,http://products.activinstinct.com/y2014/m05/431309/52285345-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
175865-90043410,"
							For ambitious cyclists, seeking improved cycling performance, the Polar CS500 presents the ultimate functional design for the ride. Take your training to the limits with daily personal heart rate target zones that optimize training, quick and safe control courtesy of the a rocker switch and oversized user-configurable display and complimented by altitude measurement that displays the inclines and declines of your ride.
The Polar CS500 also guarantees interference-free transmission courtesy of W.I.N.D technology.
Full features:

Your cycling cadence stands for your pedaling rate in revolutions per minute (rpm). Cadence is the central factor in improving cycling performance. A higher cadence reduces the force needed for each pedal stroke, and thus improves overall performance. Running cadence measures how many times your either right or left foot hits the ground in one minute. Running cadence is measured as steps per minute. With this feature you can sharpen your cadence and make your ground contact time shorter. This will help you to find a balance between leg power and leg speed.
Altitude is measured with an atmospheric air pressure sensor and shown as ascended and descended meters/feet and uphill/downhill steepness in percentages and grades.
An automatic age-based target zone helps you train safely and effectively, determining your heart rate target zone limits automatically according to your age-based maximum heart rate (220 minus age).

Heart rate is the measurement of the work your heart does. The CS500 allows you to set intensity targets in a number of ways and get a visual or audible alarm when you go outside of those present zones. Training targets can be defined by heart rate or set manually, as beats per minute (bpm), as a percentage of your maximum heart rate, or as a percentage of your heart rate reserve (HRR%).

Polar OwnZone determines your personal heart rate limits for a training session. Depending on the day and time, your physical state may vary, for instance, if you are stressed or tired, or if you are not fully recovered from your latest training session, Polar can determine that information from your heart rate and guide you to your ideal training zone for that moment.

To ensure you also stay healthy and in shape, Polar OwnCal calculates the number of kilocalories expended during training. This feature allows you to follow the kilocalories expended during one training session and cumulative kilocalories expended during several training sessions.

The transmission in the CS500 is coded and automatically locks in a code to transmit your heart rate to the training computer. The training computer picks up your heart rate from your transmitter only, thereby significantly reducing interference from other training computers.

Follow your training load and recovery in the online training diary. Continuous monitoring of training load and recovery will help you recognize personal limits, avoid over or under-training, and adjust training intensity and duration according to your daily and weekly targets. For cycling specific training you can define settings up to two or three bikes in your training computer, a weekly history gathers your weekly training data for analysis while totals tracks all your training data from the last reset so you can also measure your long-term goals.

Key components:

Automatic display scroll
Automatic lap recording
Graphical target zone indicator
Interval timers
Number of laps - 99
Reminders - calorie expenditure, distance or time based
ZonePointer
Date and weekday indicator
Display text in English
Low battery indicator
Time of day (12/24h)
User replaceable battery
Water resistant - IP
Compatible with Mac (Intel-based) - opt. with Polar DataLink
Compatible with polarpersonaltrainer.com - opt. with Polar *DataLink
Power - current, average and maximum
Battery Life - 1 year
Battery type - CR2354
Water resistant (IPX7)

What's in the Box:

Polar CS500 cycling computer
Polar WearLink+ transmitter W.I.N.D.
Polar CS speed sensor W.I.N.D.
Polar CS cadence sensor W.I.N.D.
Polar Dual Lock Bike Mount
Manual

						",15399,18016.83,POLAR CS500cad Training Computer,POLAR,,http://products.activinstinct.com/y2010/m06/175865/34569273-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
433210-GEM-LS-DUO-2,"
							One of the brightest lights available and only weighing 63g.

Pick from ten different levels of brightness, with three modes at your disposal that you can personalise in settings, and brightness can even be set in flashing modes.

There is unprecedented night visibility comes from 15-degree standard optics and this light emits a far throwing beam that is wide enough to light up the entire width of any trail.

This light comes with a bar mount, helmet mount, head belt and extension cable.

Run time:
Maximum brightness: 1hr 30mins
Minimum brightness: 38hrs						",15449,18075.33,GEMINI DUO LED Light (2-cell),GEMINI,,http://products.activinstinct.com/y2014/m06/433210/24577517-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
430312-NA-89519,"
							The perfect travel bag for triathletes! This carry-on sized tri bag with strategically placed compartments keeps shoes, apparel, wetsuit, towels, sunglasses, tech gear, helmet, pumps, pens, awards, and much more organized.


Unique combination of lightweight, durable materials provides ideal bag construction for the perfect fit and easy carrying
Top-loading zippered opening offers one large dunk space
Two full-sized side zippered organization compartments equipped with a cushioned iPad pocket
Stowable helmet pocket provides an exterior carrying option for dirty or wet items
Dimensions: 22"" x 12"" x 9"" / 56 cm x 30.5 cm x 23 cm
Weight: 2 lbs 12 oz. / 1.25 kg
Storage capacity: 2,800 cubic inches / 45.88 Liters						",15999,18718.83,NATHAN Flight Control Bag,NATHAN,,http://products.activinstinct.com/y2014/m05/430312/73917724-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
319933-MI415B60R,"
							The Minoura B60-R Trainer is a mid-level trainer that'll help you reach your potential out on the road with the opportunity to train throughout winter.


600 gram freewheel
440 watts of resistance at 25mph
7 levels of remote resistance
U-shaped frame						",16499,19303.83,MINOURA B60-R Trainer,MINOURA,,http://products.activinstinct.com/y2012/m10/319933/74074977-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
392597-TT11086,"
							The Elite Crono Mag Speed ElastoGel is a superb trainer at a highly competitive price that offers superb value for those looking for an easily portable lightweight trainer that's ideal for getting started or for pre-race warm-ups.

Elite's sleek Crono frame uses rider weight to push the tyre into the roller, removing the need for calibration and reducing set-up time.

ElastoGel roller improves grip and absorbs vibration, reducing slippage, tyre wear and noise.
Includes spare Q/R for those using Mavic or similar non-compatible Q/R skewers.

Compatible with wheels size from 26 inches to 700C.

Includes a training DVD filmed on the historic Milan-Sanremo course and an Elite water bottle just like those used by the pros.

Maintenance free						",16499,19303.83,ELITE Crono Mag Speed ElastoGel Pack,ELITE,,http://products.activinstinct.com/y2013/m11/392597/30322320-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
392715-CA460EL100RC,"
							Class winning performance, the Volt 1200 pumps out a regulated (no fade) 1200 lumens. Using Cateye photometrics and advanced lens technology means that every bit of light output is optimised, putting the light right where you need it. On or off road, race training or commuting this light delivers fantastic output.

Features:

High power front light with actual regulated 1200 lumen output
Superb beam pattern using Cateye amazing Opticube technology
Self-contained Li-ion rechargeable battery
Simple and safe battery replacement
Great side visibility
5 modes: High / Medium / Low / Flash / Hyper Constant
Runtime: H: 2hrs / M: 5hrs / L: 17.5hrs / F: 10hrs / HC: 14.5hrs
Recharge: 1a (USB 3.0) 8hrs, 0.5A (USB 2.0) 14hrs						",16499,19303.83,CATEYE Volt 1200 Cycle Light,CATEYE,,http://products.activinstinct.com/y2013/m11/392715/46178775-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
362033-MI-58660,"
							The Mio Alpha Heart Rate Monitor is the world's only continuous heart rate sport watch accurate at performance speeds. This is a product for runners, hikers cyclists, athletes and fitness enthusiasts. In terms of comfort and ease of use this is a game changer.

Accuracy at high speeds is extremely important and the Alpha will exceed your expectations in this area as the alpha keeps the beat with use of patented technology from the research labs at Philips Electronics.

Totally unobtrusive the Alpha delivers maximum performance in ultimate comfort. No chest strap means no chafe or slippage whilst the soft stretchable silicone wrist band ensures a snug fit.

Optimise your workouts by controlling intensity levels and working within the zone to maximise your efforts and perform at your peak.

Two button navigation controls essential features including:

Continuous heart rate display
User settable heart rate zones with visual and audible alerts
Data review (total exercise time, average heart rate, time in zone)
Activity timer
Clock
Connects to compatible smartphones using Bluetooth Smart technology
The Alpha is a true scientific breakthrough using sophisticated algorithms applied to the pulse signal so that the heart's true rhythm can be detected even whilst running at performance speeds.
Compatible with all smartphones featuring Bluetooth 4.0						",16499,19303.83,MIO ALPHA Black Strapless Heart Rate Monitor,MIO,,http://products.activinstinct.com/y2013/m05/362033/41687457-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
429741-MI-58676,"
							The Mio Alpha Heart Rate Monitor is the world's only continuous heart rate sport watch accurate at performance speeds. This is a product for runners, hikers cyclists, athletes and fitness enthusiasts. In terms of comfort and ease of use this is a game changer.

Accuracy at high speeds is extremely important and the Alpha will exceed your expectations in this area as the alpha keeps the beat with use of patented technology from the research labs at Philips Electronics.

Totally unobtrusive the Alpha delivers maximum performance in ultimate comfort. No chest strap means no chafe or slippage whilst the soft stretchable silicone wrist band ensures a snug fit.

Optimise your workouts by controlling intensity levels and working within the zone to maximise your efforts and perform at your peak.

Two button navigation controls essential features including:

Continuous heart rate display
User settable heart rate zones with visual and audible alerts
Data review (total exercise time, average heart rate, time in zone)
Activity timer
Clock
Connects to compatible smartphones using Bluetooth Smart technology
The Alpha is a true scientific breakthrough using sophisticated algorithms applied to the pulse signal so that the heart's true rhythm can be detected even whilst running at performance speeds.
Compatible with all smartphones featuring Bluetooth 4.0						",16499,19303.83,MIO ALPHA Indigo Strapless Heart Rate Monitor,MIO,,http://products.activinstinct.com/y2014/m05/429741/78214278-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
362035-MI-58661,"
							The Mio Alpha Heart Rate Monitor is the world's only continuous heart rate sport watch accurate at performance speeds. This is a product for runners, hikers cyclists, athletes and fitness enthusiasts. In terms of comfort and ease of use this is a game changer.

Accuracy at high speeds is extremely important and the Alpha will exceed your expectations in this area as the alpha keeps the beat with use of patented technology from the research labs at Philips Electronics.

Totally unobtrusive the Alpha delivers maximum performance in ultimate comfort. No chest strap means no chafe or slippage whilst the soft stretchable silicone wrist band ensures a snug fit.

Optimise your workouts by controlling intensity levels and working within the zone to maximise your efforts and perform at your peak.

Two button navigation controls essential features including:

Continuous heart rate display
User settable heart rate zones with visual and audible alerts
Data review (total exercise time, average heart rate, time in zone)
Activity timer
Clock
Connects to compatible smartphones using Bluetooth Smart technology
The Alpha is a true scientific breakthrough using sophisticated algorithms applied to the pulse signal so that the heart's true rhythm can be detected even whilst running at performance speeds.
Compatible with all smartphones featuring Bluetooth 4.0						",16499,19303.83,MIO ALPHA White Strapless Heart Rate Monitor,MIO,,http://products.activinstinct.com/y2013/m05/362035/47762414-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
7101-ZW-60,"
							GT5 Target User Groups

Targeted at Sports Performance. Ideal monitor for:


Competitive Athletes
Personal Trainers and Coaches
Team and Multi-Sports
Research institutes

GT5 Functions and Features


Digital and coded wireless transmission. No cross talk from other monitors
Graphical display provides visual indication of exercise intensity compared to the active heart zone
Automatic heart rate recording for up to 80 hours with adjustable time intervals and 6 data files
Comes with Cardio Fitness Trainer software and USB interface to a PC
100 hour chronograph with 99 lap and split memory, with average HR for lap
Programmable interval timer by time or heart rate recovery.
Low battery indicator and Electro luminescent screen light

Summary of Key Features

GT5 features safe 122 kHz, low frequency, digital transmission system with improved signal interference and coding to allow exercise in close proximity to other monitors.

The complete heart rate monitoring solution, the GT5 comes with Cardio Fitness Trainer PC software for automatic uploading of exercise sessions and analysis.

Standard Cardiosport Features


ECG accurate heart rate
Water Resistant to 30 meters (60 feet)
Lifetime Warranty of chest transmitter, 2 years on the watch
User changeable battery in chest transmitter
RoHS and Weee regulations compliant						",16499,19303.83,CARDIOSPORT GT5 Digital Heart Rate Monitor ,CARDIOSPORT,,http://products.activinstinct.com/y2008/m12/7101/7101-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
433208-GEM-LS-DUO-4,"
							One of the brightest lights available and only weighing 63g.

Pick from ten different levels of brightness, with three modes at your disposal that you can personalise in settings, and brightness can even be set in flashing modes.

There is unprecedented night visibility comes from 15-degree standard optics and this light emits a far throwing beam that is wide enough to light up the entire width of any trail.

This light comes with a bar mount, helmet mount, head belt and extension cable.

Run time:
Maximum brightness: 3hrs
Minimum brightness: 24hrs						",17249,20181.33,GEMINI DUO LED Light (4-cell),GEMINI,,http://products.activinstinct.com/y2014/m06/433208/19793948-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
229169-TT500990,"
							With a sleek, minimalist and compact design these Parabolic Rollers are a great option for first time buyers. Three thermoplastic drums mounted into an adjustable frame allow all sizes of cycle to be used, and once in use the cycle can move freely and therefore requires constant balance - giving a more realistic ride feel indoors, whatever the weather outdoors. The parabolic shape helps the cycle stay in the centre of the rollers for safer use and the sealed bearings guarantee a smooth, efficient pedalling action. Simple to fold away and transport, this system is easy to use, practical and offers fantastic value for money.						",17499,20473.83,ELITE Parabolic Rollers,ELITE,,http://products.activinstinct.com/y2011/m06/229169/80423257-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
431321-700.CO9903,"
							As the world's first magnetic trainer with progressive resistance, the CycleOps Magneto increases resistance as you increase pedal speed, so your effort and speed follow each other on a natural curve. There are no manual adjustments needed, simply shift gears as you would when riding outside.

With a smooth, quiet ride, locking bolt ring and heavy-duty steel construction, and you're ready to sprint, spin and climb with confidence. No wobbles. No hassles. No reason not to ride.


Precision-balanced zinc alloy flywheel features magneto technology
Push harder on the pedals and resistance increases from easy spin to simulating a lung-searing climb

Included in the box:


Classic series frame
Magneto resistance unit
Bolt action kit
Resistance unit hardware
Quick release skewer
Instruction manual
realrides.tv coupon code
VirtualTraining two week free trial

TECHNICAL SPECIFICATIONS:

PowerTap calibrated for optimal road-like feel: No
Resistance medium: Magnetic
Pre-assembled: No
Resistant unit adjustment: Clutch knob
Roller size: 2""
Remote shifter: No
Power measurement: No
Programmable workouts: No
Accomodates 29'ers: Yes**
Noise level: More quiet
Warranty: Lifetime
Trainer leveling method: Asymmetrical rear leveling feet
Resistance type: Progressive
Frame Type: Classic series folding frame
Adjustable Leg: No
Attachment to bike: Bolt Action
Wheel Sizes: 650b, 700c, 26"", 27"", 29""**

Adapter available for 20-24""

Bike Frames: This trainer is designed to fit common road and mountain bike frames including those with 120, 130 and 135mm spacings
Includes Virtual Training Software: No


*Will fit MOST 29er wheels up to 2.25"" width, depending on tire tread. We also recommend using a slick tire or trainer specific tire.MaterialMetal 						",18399,21526.83,CYCLEOPS Magneto Trainer,CYCLEOPS,,http://products.activinstinct.com/y2014/m05/431321/53643058-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
28609-90026352,"
							For an active endurance athlete. You want to improve your performance between training routines, by planning, monitoring and analysing your training. Do all this and much more with RS400, the complete system for runners.

RS400 has one of the largest displays in the industry and a fully user-configurable exercise view with countless combinations. The impressive design and comfortable wrist top mounting make it a pleasure to wear also in everyday life.

Key features:


Time of day
STAR Training Programme - Guides you without being too strict for day-to-day plans. Follow the weekly intensity and time targets and your fitness improvement is guaranteed. This intelligent programme even adapts to your training habits, giving you new targets and guidance.
POLAR Fitness TestTM with OwnIndex - Measures your fitness level in five minutes. The result, Polar OwnIndex, predicts your maximal oxygen uptake (VO2max)
POLAR OwnZone - Individual determination of your optimal target heart rate limits based on your daily condition
Training Zones - The three training zones will help you to train on the right intensity (light, moderate and hard)
POLAR OwnCal - Shows calories burnt during and after the training session. See also the estimated amount of fat (%) burnt as an energy source.
POLAR OwnCode - Prevents cross-talk from other heart rate monitors.
Wireless ECG accurate heart rate (% / beats per minute)
Average and maximum heart rate of total exercise
Zone Lock - Lock a training zone to train on a specific intensity
Memory features - daily, weekly and total summaries
User changeable battery


What's in the Box:

Polar RS400 training computer
Polar WearLink+ transmitter
Polar ProTrainer 5 software CD
manual

						",18499,21643.83,POLAR RS400 Heart Rate Monitor,POLAR,,http://products.activinstinct.com/y2009/m05/28609/99092058-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
433199-GEM-LS-OLYM-4,"
							An extremely powerful all-in-one package that is suitable for all kinds of night adventures. It is handlebar, helmet and head belt mountable, boasting 2100 lumens.

The mode sequence and brightness settings can be altered at the touch of button, and out-of-the-box the light comes with default high, medium and low settings.

This waterproof light features battery indication, as well as overheat and overcharge protection.

Run time:
Maximum brightness: 2hrs 20mins
Minimum brightness: 24hrs						",19499,22813.83,GEMINI Olympia LED Light (4-cell),GEMINI,,http://products.activinstinct.com/y2014/m06/433199/63026159-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
319941-MI415ACROLL,"
							The Minoura Action Roller Advance is a high quality roller that will help you maximise your performance on the road by allowing you to train effortlessly at home during winter.

Features:

New wider 415mm roller drums
80mm alloy drum diameter
Perfectly smooth training platform
Natural road like feel
Low frame design						",19499,22813.83,MINOURA Action Roller Advance,MINOURA,,http://products.activinstinct.com/y2012/m10/319941/22089454-n.jpg,http://assets.activinstinct.com/images/language/en/btn-click-to-zoom.gif
